"interview__key","y5_hhid","sourceid","ag12a_01_1","ag12a_01_2","ag12a_01_3","ag12a_01_4","ag12a_01_5","ag12a_01_6","ag12a_01_7","ag12a_01_8","ag12a_02","ag12a_03_1","ag12a_03_2","ag12a_03_3","ag12a_03_4","ag12a_04","ag12a_05","ag12a_06","ag12a_07"
"30-25-85-65","7346-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-59-88-06","7357-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-59-88-06","7357-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-59-88-06","7357-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-59-88-06","7357-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"34-59-88-06","7357-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-62-58-05","7365-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-62-58-05","7365-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-62-58-05","7365-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-62-58-05","7365-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"61-62-58-05","7365-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-89-03-91","7366-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-89-03-91","7366-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-89-03-91","7366-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-89-03-91","7366-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-89-03-91","7366-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-57-15-03","7367-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-57-15-03","7367-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-57-15-03","7367-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-57-15-03","7367-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-57-15-03","7367-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-07-68-11","7368-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-07-68-11","7368-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-07-68-11","7368-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-07-68-11","7368-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"35-07-68-11","7368-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-69-14-06","7370-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-69-14-06","7370-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-69-14-06","7370-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-69-14-06","7370-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"10-69-14-06","7370-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-60-32","7371-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-60-32","7371-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-60-32","7371-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-60-32","7371-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"20-59-60-32","7371-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-61-41-01","7403-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-61-41-01","7403-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-61-41-01","7403-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-61-41-01","7403-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"97-61-41-01","7403-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"21-76-15-17","7404-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"21-76-15-17","7404-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"21-76-15-17","7404-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"21-76-15-17","7404-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"21-76-15-17","7404-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-34-84-46","7442-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-34-84-46","7442-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-34-84-46","7442-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-34-84-46","7442-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"42-34-84-46","7442-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-12-70-00","7463-001-07",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-12-70-00","7463-001-07",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-12-70-00","7463-001-07",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-12-70-00","7463-001-07",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-12-70-00","7463-001-07",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-40-14-10","7465-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-40-14-10","7465-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-40-14-10","7465-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-40-14-10","7465-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"93-40-14-10","7465-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-36-57-37","7468-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-36-57-37","7468-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-36-57-37","7468-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-36-57-37","7468-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"69-36-57-37","7468-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-77-34-97","7482-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-77-34-97","7482-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-77-34-97","7482-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-77-34-97","7482-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-77-34-97","7482-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-10-26-46","7559-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-10-26-46","7559-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-10-26-46","7559-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-10-26-46","7559-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"87-10-26-46","7559-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-35-63-02","7560-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-35-63-02","7560-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-35-63-02","7560-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-35-63-02","7560-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"07-35-63-02","7560-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-24-82-75","7596-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-24-82-75","7596-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-24-82-75","7596-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-24-82-75","7596-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-24-82-75","7596-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-74-97-82","7616-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-74-97-82","7616-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-74-97-82","7616-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-74-97-82","7616-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"98-74-97-82","7616-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-96-87","7623-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-96-87","7623-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-96-87","7623-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-96-87","7623-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"14-19-96-87","7623-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-96-42-28","7631-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-96-42-28","7631-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-96-42-28","7631-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-96-42-28","7631-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"49-96-42-28","7631-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-41-44-08","7632-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-41-44-08","7632-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-41-44-08","7632-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-41-44-08","7632-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-41-44-08","7632-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-70-45-21","7634-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-70-45-21","7634-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-70-45-21","7634-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-70-45-21","7634-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-70-45-21","7634-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-23-04-53","7635-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-23-04-53","7635-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-23-04-53","7635-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-23-04-53","7635-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-23-04-53","7635-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-31-01-00","7636-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-31-01-00","7636-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-31-01-00","7636-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-31-01-00","7636-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"16-31-01-00","7636-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-11-98-01","7650-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-11-98-01","7650-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-11-98-01","7650-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-11-98-01","7650-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"72-11-98-01","7650-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-04-92-35","7651-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-04-92-35","7651-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-04-92-35","7651-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-04-92-35","7651-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"44-04-92-35","7651-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-80-88-36","7652-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-80-88-36","7652-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-80-88-36","7652-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-80-88-36","7652-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"05-80-88-36","7652-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-17-78-36","7653-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-17-78-36","7653-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-17-78-36","7653-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-17-78-36","7653-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-17-78-36","7653-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"38-38-42-78","7655-001-01",1,1,2,2,2,2,2,2,2,1,1,2,,,1,2,,1
"38-38-42-78","7655-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"38-38-42-78","7655-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"38-38-42-78","7655-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"38-38-42-78","7655-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"68-19-91-60","7656-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"68-19-91-60","7656-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"68-19-91-60","7656-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"68-19-91-60","7656-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"68-19-91-60","7656-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-69-57-40","7657-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-69-57-40","7657-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-69-57-40","7657-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-69-57-40","7657-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"64-69-57-40","7657-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-20-31-19","7657-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-20-31-19","7657-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-20-31-19","7657-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"17-20-31-19","7657-001-03",4,1,2,2,2,2,2,2,2,1,1,,,,1,2,,0
"17-20-31-19","7657-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-48-39-86","7674-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-48-39-86","7674-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-48-39-86","7674-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-48-39-86","7674-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-48-39-86","7674-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-77-08-52","7675-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-77-08-52","7675-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-77-08-52","7675-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-77-08-52","7675-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"27-77-08-52","7675-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-25-81-23","7688-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-25-81-23","7688-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-25-81-23","7688-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-25-81-23","7688-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-25-81-23","7688-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"37-27-82-44","7689-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"37-27-82-44","7689-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"37-27-82-44","7689-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"37-27-82-44","7689-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"37-27-82-44","7689-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"32-21-84-78","7690-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"32-21-84-78","7690-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"32-21-84-78","7690-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"32-21-84-78","7690-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"32-21-84-78","7690-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"73-28-16-65","7692-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"73-28-16-65","7692-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"73-28-16-65","7692-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"73-28-16-65","7692-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"73-28-16-65","7692-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-61-20-39","7693-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-61-20-39","7693-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-61-20-39","7693-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-61-20-39","7693-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-61-20-39","7693-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-45-14-97","7694-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-45-14-97","7694-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-45-14-97","7694-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-45-14-97","7694-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-45-14-97","7694-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-86-67-22","7695-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-86-67-22","7695-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-86-67-22","7695-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-86-67-22","7695-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"48-86-67-22","7695-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"43-93-30-83","7709-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"43-93-30-83","7709-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"43-93-30-83","7709-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"43-93-30-83","7709-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"43-93-30-83","7709-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-11-59-49","7711-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-11-59-49","7711-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-11-59-49","7711-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-11-59-49","7711-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"08-11-59-49","7711-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-88-22-18","7712-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-88-22-18","7712-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-88-22-18","7712-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-88-22-18","7712-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"67-88-22-18","7712-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"00-98-54-11","7726-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"00-98-54-11","7726-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"00-98-54-11","7726-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"00-98-54-11","7726-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"00-98-54-11","7726-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-86-49-34","7727-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-86-49-34","7727-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-86-49-34","7727-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-86-49-34","7727-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"46-86-49-34","7727-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-67-43-98","7727-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-67-43-98","7727-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-67-43-98","7727-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-67-43-98","7727-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"11-67-43-98","7727-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-42-73-60","7728-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-42-73-60","7728-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-42-73-60","7728-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-42-73-60","7728-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"15-42-73-60","7728-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-57-77-15","7728-001-04",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-57-77-15","7728-001-04",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-57-77-15","7728-001-04",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-57-77-15","7728-001-04",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"45-57-77-15","7728-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-14-86-33","7729-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-14-86-33","7729-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-14-86-33","7729-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-14-86-33","7729-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"88-14-86-33","7729-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-52-23-19","7730-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-52-23-19","7730-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-52-23-19","7730-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-52-23-19","7730-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"82-52-23-19","7730-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"28-74-45-58","7731-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"28-74-45-58","7731-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"28-74-45-58","7731-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"28-74-45-58","7731-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"28-74-45-58","7731-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-92-82-08","7732-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-92-82-08","7732-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-92-82-08","7732-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-92-82-08","7732-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"83-92-82-08","7732-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-07-44-64","7732-001-05",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-07-44-64","7732-001-05",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-07-44-64","7732-001-05",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-07-44-64","7732-001-05",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"51-07-44-64","7732-001-05",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-88-11-76","7732-001-06",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-88-11-76","7732-001-06",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-88-11-76","7732-001-06",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-88-11-76","7732-001-06",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"26-88-11-76","7732-001-06",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-84-49-81","7732-001-09",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-84-49-81","7732-001-09",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-84-49-81","7732-001-09",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-84-49-81","7732-001-09",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"63-84-49-81","7732-001-09",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-29-07-23","7733-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-29-07-23","7733-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-29-07-23","7733-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-29-07-23","7733-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-29-07-23","7733-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-92-10-88","7733-001-03",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-92-10-88","7733-001-03",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-92-10-88","7733-001-03",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-92-10-88","7733-001-03",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-92-10-88","7733-001-03",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-66-54-85","7745-001-02",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-66-54-85","7745-001-02",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-66-54-85","7745-001-02",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-66-54-85","7745-001-02",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"62-66-54-85","7745-001-02",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-34-00-28","7746-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-34-00-28","7746-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-34-00-28","7746-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-34-00-28","7746-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"59-34-00-28","7746-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-87-82-30","7746-001-04",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-87-82-30","7746-001-04",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-87-82-30","7746-001-04",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-87-82-30","7746-001-04",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"70-87-82-30","7746-001-04",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-62-61-13","7747-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-62-61-13","7747-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-62-61-13","7747-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-62-61-13","7747-001-01",4,2,2,2,2,2,2,2,2,2,,,,,,,,
"86-62-61-13","7747-001-01",5,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-41-06-33","7749-001-01",1,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-41-06-33","7749-001-01",2,2,2,2,2,2,2,2,2,2,,,,,,,,
"94-41-06-33","7749-001-01",3,2,2,2,2,2,2,2,2,2,,,,,,,,
