"interview__key","y5_hhid","plot_id","plotname","plot_desc","prevplot_id","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_04","ag3a_07","ag3a_08a_1","ag3a_08a_2","ag3a_08b_1","ag3a_08b_2","ag3a_08b_3","ag3a_08c1","ag3a_08c2","ag3a_09a_1","ag3a_09a_2","ag3a_09b_1","ag3a_09b_2","ag3a_09b_3","ag3a_09c1","ag3a_09c2","ag3a_10","ag3a_11","ag3a_12","ag3a_13","ag3a_14","ag3a_15","ag3a_16_1","ag3a_16_2","ag3a_17","ag3a_18","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_25","ag3a_26_1","ag3a_26_2","ag3a_27","ag3a_28a","ag3a_28b","ag3a_28c","ag3a_28d","ag3a_29_1","ag3a_29_2","ag3a_30","ag3a_31_1","ag3a_31_2","ag3a_31a","ag3a_32_1","ag3a_32_2","ag3a_33","ag3a_34_1","ag3a_34_2","ag3a_35","ag3a_36_1","ag3a_36_2","ag3a_37_1","ag3a_37_2","ag3a_38","ag3a_38a","ag3a_39","ag3a_40","ag3a_41","ag3a_42","ag3a_43","ag3a_44","ag3a_45","ag3a_46_1","ag3a_46_2","ag3a_47","ag3a_48","ag3a_49","ag3a_51","ag3a_52","ag3a_53_1","ag3a_53_2","ag3a_54","ag3a_55","ag3a_56","ag3a_58","ag3a_59_1","ag3a_59_2","ag3a_60","ag3a_62_1","ag3a_62_2","ag3a_63","ag3a_64","ag3a_65_1","ag3a_65_2","ag3a_65a","ag3a_65b_1","ag3a_65b_2","ag3a_65c","ag3a_65d","ag3a_65e_1","ag3a_65e_2","ag3a_66","ag3a_67_1","ag3a_67_2","ag3a_67_3","ag3a_67_4","ag3a_68","ag3a_69","ag3a_70_1","ag3a_70_2","ag3a_71_1","ag3a_71_2","ag3a_71a","ag3a_71b","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10","ag3a_73","ag3a_74_1a","ag3a_74_1b","ag3a_74_1c","ag3a_74_1d","ag3a_74_2a","ag3a_74_2b","ag3a_74_2c","ag3a_74_2d","ag3a_74_3a","ag3a_74_3b","ag3a_74_3c","ag3a_74_3d","ag3a_75","ag3a_76","ag3a_77","ag3a_78","ag3a_79","ag3a_80","ag3a_81","ag3a_82","ag3a_83","ag3a_84","ag3a_85"
"67-14-14-23","8623-001-01",9,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,4,5,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,1,2,,,,0,,2000000,5,,,,3,1,1,4,1,2,1,1,2,2,,,,,,,,,,,2014,2,1,1,1,1500,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,35000,0,5,0,70000,0,3,0,45000,1,2,,1,,3,,,,,
"13-28-97-97","8624-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,4,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,1,2,,,,0,,13500000,4,,,,,,,8,,,,,,,,,,,,,1,1,1,2,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,5,9,11,,,,,,21,15,20,5,5,,,,,,5,6,6,6,6,,,,,,1,1,2,5,9,11,,,,,,14,15,12,4,4,,,,,,6,6,6,5,5,,,,,,1,1,2,5,9,11,16,,,,,13,14,10,3,3,6,,,,,5,5,5,5,5,5,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"31-53-35-28","8624-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,50,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50000000,7,,,,,,,8,,,,,,,,,400000,1,2,1,3,5,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,5
"05-78-30-28","8624-001-08",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,4,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,1,2,,,,0,,6000000,5,,,,3,1,1,8,1,,2,,,,,,,,,,,,,,2011,2,1,1,1,700,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,3,4,5,6,7,,,,12,6,6,4,10,8,10,,,,4,4,4,3,4,4,4,,,,1,1,2,3,4,5,,,,,,22,10,6,6,7,,,,,,4,4,4,4,4,,,,,,1,1,2,3,4,5,6,7,,,,3,3,3,2,3,3,2,,,,3,3,3,3,3,3,3,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"12-57-12-21","8625-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,6,6,1,,11,1,0,3,,,,,1,0,3,6,,,,3,1,2,2,,2,,,1,2,,,,0,,1000000,5,,,,2,,,4,1,,1,1,,2,,,,,,,,,,,1991,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,3,6,,,,,,,,,2,2,,,,,,,,,8,8,,,,,,,,,1,3,6,,,,,,,,,3,3,,,,,,,,,15,15,,,,,,,,,1,3,6,,,,,,,,,2,2,,,,,,,,,12,12,,,,,,,,,2,,,,,,,,,,,,,1,2,,1,,3,,,,,
"12-57-12-21","8625-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,8,5,3,1,,11,1,0,3,6,,,,1,0,3,6,,,,3,1,2,2,,2,,,1,2,,,,98,,1000000,7,,,,,,,8,,,,,,,,,100000,1,1,1,1,1,3,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,3,6,,,,,,,,,5,5,,,,,,,,,7,7,,,,,,,,,1,3,6,,,,,,,,,3,3,,,,,,,,,7,7,,,,,,,,,1,3,6,,,,,,,,,3,3,,,,,,,,,7,7,,,,,,,,,2,,,,,,,,,,,,,1,2,,2,3,,,,,,
"12-57-12-21","8625-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,5,2,5,1,,11,1,0,3,6,,,,1,0,3,6,,,,3,1,2,2,,2,,,1,2,,,,98,,1000000,7,,,,,,,8,,,,,,,,,100000,1,1,1,1,1,3,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,3,6,,,,,,,,,5,5,,,,,,,,,8,8,,,,,,,,,1,3,6,,,,,,,,,3,3,,,,,,,,,7,7,,,,,,,,,1,3,6,,,,,,,,,5,5,,,,,,,,,7,7,,,,,,,,,2,,,,,,,,,,,,,1,2,,2,3,,,,,,
"12-57-12-21","8625-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,1,75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,50000,5,,,,3,1,1,4,1,,1,1,,2,,,,,,,,,,,1991,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,5,,,,,
"28-14-20-59","8625-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,2,2,,,,0,,1000000,6,,,,,,,8,,,,,,,,,,,,,1,1,1,2,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,4,4,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,8,8,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,4,4,,,,,,,,,1,0,0,0,0,0,0,0,0,0,6,0,30000,1,2,,1,,3,,,,,
"28-14-20-59","8625-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,11,1,1,1,2,,1,1,1,0,1,2,,,,2,1,2,2,,2,,,1,2,,,,0,,1500000,6,,,,,,,8,,,,,,,,,,,,,1,1,1,2,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,2,3,,,,,,,,,4,5,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,1,0,6,0,0,0,0,0,0,0,6,0,30000,1,2,,1,,3,,,,,
"28-14-20-59","8625-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,3,2,,,,0,,1500000,6,,,,,,,8,,,,,,,,,,,,,1,1,1,2,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,2,2,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,4,4,,,,,,,,,1,0,0,0,0,0,0,0,0,0,5,1,25000,1,2,,1,,3,,,,,
"00-75-91-88","8626-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,1,5,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,1,2,2,,,2,2,,,,0,,3000000,5,,,,3,1,2,1,1,,1,1,,2,,,,,,,,,,,2006,2,1,1,1,2000,1,1000,150000,2,1,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,1,1,1,3,4,,,,,,,,1,1,1,,,,,,,,7,6,6,,,,,,,,1,1,2,3,4,,,,,,,2,5,3,5,,,,,,,3,4,5,6,,,,,,,1,1,2,3,,,,,,,,7,4,7,,,,,,,,6,7,6,,,,,,,,1,0,15,0,45000,0,15,0,90000,0,15,0,45000,1,2,,1,,3,,,,,
"00-75-91-88","8626-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-75-91-88","8626-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",0,0,15,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,3,2,,,,0,,4000000,5,,,,3,1,2,1,1,,1,1,,2,,,,,,,,,,,1996,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,1,1,1,2,3,,,,,,,,2,1,2,,,,,,,,8,6,8,,,,,,,,1,1,2,,,,,,,,,7,4,,,,,,,,,4,6,,,,,,,,,1,1,2,3,4,5,6,7,,,,1,1,1,1,1,1,1,,,,8,3,8,8,3,6,6,,,,1,0,15,0,45000,10,6,0,120000,0,20,0,60000,1,2,,1,,3,,,,,
"00-75-91-88","8626-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",1,0,15,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,3,2,,,,0,,2000000,5,,,,3,1,2,1,1,,1,1,,2,,,,,,,,,,,2000,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,1,1,1,,,,,,,,,,2,,,,,,,,,,8,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,1,1,2,3,4,5,,,,,,1,1,1,1,1,,,,,,6,3,7,7,7,,,,,,1,0,15,0,45000,20,0,0,60000,10,5,0,45000,1,2,,1,,3,,,,,
"00-75-91-88","8626-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","M5",1,0,15,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,3,2,,,,0,,3000000,5,,,,3,1,2,1,1,,1,1,,2,,,,,,,,,,,2002,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,1,1,1,3,,,,,,,,,3,3,,,,,,,,,6,6,,,,,,,,,1,2,,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,,1,1,2,3,4,5,6,7,,,,1,1,2,2,1,1,1,,,,7,4,8,8,8,8,8,,,,1,0,30,0,90000,15,25,0,120000,20,10,0,90000,1,2,,1,,3,,,,,
"00-75-91-88","8626-001-01",6,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,0,16,1,,35,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,1,2,,,,0,,4000000,7,,,,,,,8,,,,,,,,,400000,1,2,1,2,1,1,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,2,2,60000,3,16,4,2,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,5,,,,,,,,,,8,,,,,,,,,,1,25,0,0,75000,10,30,0,120000,10,10,0,100000,1,2,,2,3,,,,,,
"75-32-94-56","8638-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75-32-94-56","8638-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,3,1,,11,1,0,2,,,,,1,0,2,,,,,2,2,2,2,,1,1,,1,2,,,,0,,400000,5,,,,3,1,1,8,2,,1,2,,1,,,,,,,,,,,2009,2,1,1,1,160,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,4,,,,,,,,,1,1,,,,,,,,,4,4,,,,,,,,,1,2,7,,,,,,,,,1,1,,,,,,,,,3,3,,,,,,,,,1,2,4,7,,,,,,,,6,1,3,,,,,,,,2,3,3,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"75-32-94-56","8638-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,4,0,7,1,,11,1,0,2,,,,,1,0,2,,,,,3,2,2,2,,2,,,1,2,,,,0,,200000,6,,,,,,,8,,,,,,,,,,,,,2,1,2,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,1,2,5,7,,,,,,,,4,1,2,,,,,,,,5,5,5,,,,,,,,1,2,7,,,,,,,,,4,4,,,,,,,,,4,4,,,,,,,,,1,2,5,7,,,,,,,,6,1,6,,,,,,,,6,6,6,,,,,,,,1,0,3,0,15000,0,4,0,18000,0,0,0,0,2,,,,,,2,,1,,3
"32-13-54-73","8639-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-13-54-73","8639-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",40,30,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,300000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2015,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"32-13-54-73","8639-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10000,5,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2016,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"89-32-99-26","8639-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,5,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,1,2,2,,,1,2,,,,0,,2000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2019,2,1,1,2,,,,,,,1,2,2,4500,3,6,1,2,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,8,4,,,,,,,,,3,3,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"83-24-75-15","8640-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.5,5,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,1000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2014,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"83-24-75-15","8640-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,15.5,3.5,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2017,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"83-24-75-15","8640-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,56,0,60,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,1,2,,,,0,,5000000,5,,,,3,1,1,4,1,,1,1,,2,,,,,,,,,,,2007,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,,,,,,,,,,17,,,,,,,,,,6,,,,,,,,,,1,1,,,,,,,,,,14,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,14,,,,,,,,,,4,,,,,,,,,,1,7,6,0,125000,12,8,0,100000,5,1,0,50000,2,,,,,,2,,1,,3
"30-62-35-36","8641-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1500000,5,,,,2,,,4,1,2,1,1,,2,,,,,,,,,,,2012,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"30-62-35-36","8641-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-62-35-36","8641-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,10,0,12,1,,11,1,0,1,,,,,1,0,1,,,,,1,2,2,2,,2,,,2,2,,,,0,,500000,7,,,,,,,5,,,,,,,,,0,,,1,20,2,1,,,,1,1,1,800,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,7,,,,,,,,4,4,4,,,,,,,,8,8,8,,,,,,,,1,1,2,7,,,,,,,,3,3,3,,,,,,,,8,8,8,,,,,,,,1,1,2,3,7,,,,,,,2,2,2,2,,,,,,,16,16,16,16,,,,,,,1,2,2,0,0,2,2,0,0,2,2,0,0,2,,,,,,2,,1,,3
"24-53-57-77","8641-001-05",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,4,0,4,1,,11,1,0,2,,,,,1,0,2,,,,,3,1,2,2,,2,,,1,2,,,,0,,100000,5,,,,3,1,1,8,2,,2,,,,,,,,,,,,,,2018,2,2,1,2,,,,,,,1,4,25,47250,3,16,1,1,2,25,32500,16,1,1,2,2,20000,3,16,1,2,,,,,,,2,,,,,,,,,,,2,1,1,2,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,1,0,2,0,15000,0,1,0,5000,0,3,0,0,2,,,,,,2,,1,,3
"24-53-57-77","8641-001-05",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,8,0,0.2,1,,43,1,0,2,,,,,1,0,2,,,,,3,1,2,2,,2,,,1,2,,,,0,,200000,7,,,,,,,8,,,,,,,,,60000,1,2,1,2,2,2,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,1,2,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,1,0,3,0,45000,0,3,0,20000,0,3,0,20000,2,,,,,,2,,2,5,
"03-57-87-43","8642-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-57-87-43","8642-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0.25,1,1,,11,1,0,2,,,,,1,0,2,,,,,2,2,2,2,,2,,,1,2,,,,0,,200000,5,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2006,2,1,1,1,60,1,60,5000,2,1,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,1,1,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,10,10,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,5
"03-57-87-43","8642-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,8,0,8,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,1,2,,,,0,,600000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2016,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,4,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,14,,,,,,,,,,10,,,,,,,,,,1,1,,,,,,,,,,5,,,,,,,,,,10,,,,,,,,,,1,1,1,0,30000,0,0,0,0,0,0,0,0,2,,,,,,2,,1,,3
