"interview__key","y5_hhid","itemcode","hh_j01","hh_j02_1","hh_j02_2","hh_j03_1","hh_j03_2","hh_j04","hh_j05_1","hh_j05_2","hh_j06_1","hh_j06_2","j1_selection"
"90-37-68-48","8030-001-01",205,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",206,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",207,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",301,1,2,250,2,250,800,,0,,0,2
"90-37-68-48","8030-001-01",302,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",303,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",401,1,1,1,1,1,2400,,0,,0,2
"90-37-68-48","8030-001-01",501,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",502,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",503,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",504,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",601,1,2,683,2,683,500,,0,,0,2
"90-37-68-48","8030-001-01",602,1,2,3480,2,3480,800,,0,,0,2
"90-37-68-48","8030-001-01",603,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",701,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",702,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",703,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",704,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",801,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",802,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",803,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",804,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",805,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",806,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",807,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",808,1,2,350,,0,,,0,2,350,2
"90-37-68-48","8030-001-01",809,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",810,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",901,1,3,1,3,1,1000,,0,,0,2
"90-37-68-48","8030-001-01",902,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",903,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1001,1,4,175,4,175,1000,,0,,0,2
"90-37-68-48","8030-001-01",1002,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1003,1,2,200,2,200,200,,0,,0,2
"90-37-68-48","8030-001-01",1004,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1081,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1082,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1101,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1102,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1103,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1104,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1105,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1106,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1107,2,,,,,,,,,,2
"90-37-68-48","8030-001-01",1108,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",101,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",102,1,1,5,,0,,1,5,,0,2
"59-42-79-32","8068-001-02",103,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",104,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",105,1,2,12500,,0,,2,12500,,0,2
"59-42-79-32","8068-001-02",106,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",107,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",109,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",110,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",111,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",112,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",201,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",202,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",203,1,2,21500,,0,,2,21500,,0,2
"59-42-79-32","8068-001-02",204,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",205,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",206,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",207,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",301,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",302,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",303,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",401,1,2,2750,,0,,2,2750,,0,2
"59-42-79-32","8068-001-02",501,1,2,2500,,0,,2,2500,,0,2
"59-42-79-32","8068-001-02",502,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",503,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",504,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",601,1,2,2107,2,2107,2500,,0,,0,2
"59-42-79-32","8068-001-02",602,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",603,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",701,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",702,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",703,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",704,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",801,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",802,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",803,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",804,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",805,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",806,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",807,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",808,1,2,636,2,636,3000,,0,,0,2
"59-42-79-32","8068-001-02",809,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",810,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",901,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",902,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",903,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1001,1,4,600,4,600,3000,,0,,0,2
"59-42-79-32","8068-001-02",1002,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1003,1,2,250,2,250,400,,0,,0,2
"59-42-79-32","8068-001-02",1004,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1081,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1082,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1101,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1102,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1103,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1104,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1105,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1106,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1107,2,,,,,,,,,,2
"59-42-79-32","8068-001-02",1108,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",101,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",102,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",103,1,2,538,,0,,2,538,,0,2
"41-20-70-69","8090-001-01",104,1,1,1,,0,,1,1,,0,2
"41-20-70-69","8090-001-01",105,1,1,5,,0,,1,5,,0,2
"41-20-70-69","8090-001-01",106,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",107,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",109,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",110,1,2,501,2,501,1000,,0,,0,2
"41-20-70-69","8090-001-01",111,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",112,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",201,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",202,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",203,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",204,1,2,947,,0,,2,947,,0,2
"41-20-70-69","8090-001-01",205,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",206,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",207,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",301,1,1,0.5,1,0.5,1400,,0,,0,2
"41-20-70-69","8090-001-01",302,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",303,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",401,1,1,1,,0,,1,1,,0,2
"41-20-70-69","8090-001-01",501,1,1,0.5,,0,,1,0.5,,0,2
"41-20-70-69","8090-001-01",502,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",503,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",504,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",601,1,2,423,2,423,500,,0,,0,2
"41-20-70-69","8090-001-01",602,1,2,356,,0,,2,356,,0,2
"41-20-70-69","8090-001-01",603,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",701,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",702,1,2,216,2,216,500,,0,,0,2
"41-20-70-69","8090-001-01",703,1,2,185,2,185,200,,0,,0,2
"41-20-70-69","8090-001-01",704,1,2,503,2,503,500,,0,,0,2
"41-20-70-69","8090-001-01",801,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",802,1,1,0.5,1,0.5,3000,,0,,0,2
"41-20-70-69","8090-001-01",803,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",804,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",805,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",806,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",807,1,5,3,,0,,5,3,,0,2
"41-20-70-69","8090-001-01",808,1,2,113,2,113,500,,0,,0,2
"41-20-70-69","8090-001-01",809,1,1,1,1,1,1000,,0,,0,2
"41-20-70-69","8090-001-01",810,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",901,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",902,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",903,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1001,1,3,0.4,3,0.4,1000,,0,,0,2
"41-20-70-69","8090-001-01",1002,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1003,1,2,100,2,100,200,,0,,0,2
"41-20-70-69","8090-001-01",1004,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1081,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1082,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1101,1,2,10,,0,,2,10,,0,2
"41-20-70-69","8090-001-01",1102,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1103,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1104,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1105,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1106,2,,,,,,,,,,2
"41-20-70-69","8090-001-01",1107,1,3,7,3,7,3500,,0,,0,2
"41-20-70-69","8090-001-01",1108,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",101,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",102,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",103,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",104,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",105,1,1,10,1,10,2500,,0,,0,2
"82-38-92-08","8108-001-01",106,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",107,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",109,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",110,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",111,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",112,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",201,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",202,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",203,1,1,0.5,,0,,,0,1,0.5,2
"82-38-92-08","8108-001-01",204,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",205,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",206,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",207,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",301,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",302,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",303,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",401,1,1,0.5,1,0.5,750,,0,,0,2
"82-38-92-08","8108-001-01",501,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",502,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",503,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",504,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",601,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",602,1,1,3.5,1,3.5,1400,,0,,0,2
"82-38-92-08","8108-001-01",603,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",701,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",702,1,2,460,,0,,,0,2,460,2
"82-38-92-08","8108-001-01",703,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",704,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",801,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",802,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",803,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",804,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",805,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",806,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",807,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",808,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",809,1,2,80,2,80,500,,0,,0,2
"82-38-92-08","8108-001-01",810,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",901,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",902,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",903,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1001,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1002,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1003,1,2,200,2,200,200,,0,,0,2
"82-38-92-08","8108-001-01",1004,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1081,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1082,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1101,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1102,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1103,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1104,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1105,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1106,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1107,2,,,,,,,,,,2
"82-38-92-08","8108-001-01",1108,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",101,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",102,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",103,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",104,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",105,1,1,1,1,1,1200,,0,,0,2
"80-53-57-30","8131-001-01",106,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",107,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",109,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",110,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",111,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",112,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",201,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",202,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",203,1,2,1168,2,1168,1000,,0,,0,2
"80-53-57-30","8131-001-01",204,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",205,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",206,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",207,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",301,1,1,0.4,1,0.4,750,,0,,0,2
"80-53-57-30","8131-001-01",302,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",303,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",401,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",501,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",502,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",503,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",504,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",601,1,2,183,2,183,300,,0,,0,2
"80-53-57-30","8131-001-01",602,1,2,321,2,321,200,,0,,0,2
"80-53-57-30","8131-001-01",603,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",701,1,2,429,2,429,300,,0,,0,2
"80-53-57-30","8131-001-01",702,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",703,1,2,555,2,555,600,,0,,0,2
"80-53-57-30","8131-001-01",704,1,2,1006,2,1006,500,,0,,0,2
"80-53-57-30","8131-001-01",801,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",802,1,1,0.5,1,0.5,2500,,0,,0,2
"80-53-57-30","8131-001-01",803,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",804,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",805,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",806,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",807,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",808,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",809,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",810,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",901,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",902,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",903,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1001,1,3,0.4,3,0.4,1250,,0,,0,2
"80-53-57-30","8131-001-01",1002,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1003,1,2,31,2,31,200,,0,,0,2
"80-53-57-30","8131-001-01",1004,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1081,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1082,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1101,1,2,10,2,10,50,,0,,0,2
"80-53-57-30","8131-001-01",1102,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1103,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1104,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1105,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1106,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1107,2,,,,,,,,,,2
"80-53-57-30","8131-001-01",1108,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",101,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",102,1,1,3,1,3,3600,,0,,0,2
"31-02-55-83","8146-001-01",103,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",104,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",105,1,1,6,1,6,4800,,0,,0,2
"31-02-55-83","8146-001-01",106,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",107,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",109,1,5,3,5,3,3000,,0,,0,2
"31-02-55-83","8146-001-01",110,1,5,30,5,30,3000,,0,,0,2
"31-02-55-83","8146-001-01",111,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",112,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",201,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",202,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",203,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",204,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",205,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",206,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",207,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",301,1,1,1.75,1,1.75,4900,,0,,0,2
"31-02-55-83","8146-001-01",302,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",303,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",401,1,1,1.75,1,1.75,4200,,0,,0,2
"31-02-55-83","8146-001-01",501,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",502,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",503,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",504,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",601,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",602,1,5,3,5,3,1500,,0,,0,2
"31-02-55-83","8146-001-01",603,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",701,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",702,1,5,10,5,10,1000,,0,,0,2
"31-02-55-83","8146-001-01",703,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",704,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",801,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",802,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",803,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",804,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",805,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",806,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",807,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",808,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",809,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",810,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",901,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",902,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",903,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1001,1,3,0.25,3,0.25,1100,,0,,0,2
"31-02-55-83","8146-001-01",1002,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1003,1,2,100,2,100,100,,0,,0,2
"31-02-55-83","8146-001-01",1004,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1081,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1082,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1101,1,2,35,2,35,700,,0,,0,2
"31-02-55-83","8146-001-01",1102,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1103,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1104,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1105,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1106,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1107,2,,,,,,,,,,2
"31-02-55-83","8146-001-01",1108,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",101,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",102,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",103,1,2,2100,,0,,,0,2,2100,2
"73-73-81-46","8173-001-01",104,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",105,1,1,10.5,1,10.5,12500,,0,,0,2
"73-73-81-46","8173-001-01",106,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",107,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",109,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",110,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",111,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",112,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",201,1,1,12,,0,,1,12,,0,2
"73-73-81-46","8173-001-01",202,1,1,2,,0,,1,2,,0,2
"73-73-81-46","8173-001-01",203,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",204,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",205,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",206,1,1,4,1,4,2000,,0,,0,2
"73-73-81-46","8173-001-01",207,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",301,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",302,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",303,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",401,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",501,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",502,1,2,1500,2,1500,1200,,0,,0,2
"73-73-81-46","8173-001-01",503,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",504,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",601,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",602,1,2,900,,0,,2,900,,0,2
"73-73-81-46","8173-001-01",603,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",701,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",702,1,2,2400,2,2400,1000,,0,,0,2
"73-73-81-46","8173-001-01",703,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",704,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",801,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",802,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",803,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",804,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",805,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",806,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",807,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",808,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",809,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",810,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",901,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",902,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",903,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1001,1,4,125,4,125,500,,0,,0,2
"73-73-81-46","8173-001-01",1002,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1003,1,2,250,2,250,200,,0,,0,2
"73-73-81-46","8173-001-01",1004,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1081,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1082,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1101,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1102,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1103,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1104,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1105,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1106,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1107,2,,,,,,,,,,2
"73-73-81-46","8173-001-01",1108,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",101,1,1,5,,0,,1,5,,0,2
"81-59-25-11","8182-001-01",102,1,1,3,1,3,4200,,0,,0,2
"81-59-25-11","8182-001-01",103,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",104,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",105,1,2,5250,2,5250,5250,,0,,0,2
"81-59-25-11","8182-001-01",106,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",107,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",109,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",110,1,5,30,5,30,3000,,0,,0,2
"81-59-25-11","8182-001-01",111,1,2,500,2,500,1200,,0,,0,2
"81-59-25-11","8182-001-01",112,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",201,1,2,4820,,0,,2,4820,,0,2
"81-59-25-11","8182-001-01",202,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",203,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",204,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",205,2,,,,,,,,,,2
"81-59-25-11","8182-001-01",206,1,2,2088,,0,,2,2088,,0,2
