"interview__key","y5_hhid","plot_id","plotname","ag2a_03","ag2a_04","ag2a_05","ag2a_05a","ag2a_06","ag2a_07__Accuracy","ag2a_07__Altitude","ag2a_07__Latitude","ag2a_07__Longitude","ag2a_07__Timestamp","ag2a_07a","ag2a_07b","ag2a_07c_1","ag2a_07c_2","ag2a_07c_3","ag2a_08","ag2a_09","ag2a_10"
"36-27-12-33","7200-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.1,2
"36-27-12-33","7200-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"74-28-51-41","7201-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.41,1
"82-43-40-06","7214-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.32,3
"34-57-40-28","7215-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,1,3,,,0.7,3
"34-57-40-28","7215-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,3,,,0.7,3
"94-63-12-26","7217-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.45,3
"33-93-15-01","7218-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.19,3
"33-93-15-01","7218-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.25,3
"55-07-80-34","7219-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.56,1
"55-07-80-34","7219-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"92-02-31-70","7220-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",4,1,1,4,,,3.15,4
"92-02-31-70","7220-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"68-11-80-27","7232-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.22,3
"68-11-80-27","7232-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"68-11-80-27","7232-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"68-11-80-27","7232-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,"M4",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"03-88-81-18","7233-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.96,1
"03-88-81-18","7233-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"03-88-81-18","7233-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"03-88-81-18","7233-001-02",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M4",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"50-03-21-92","7234-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.28,3
"50-03-21-92","7234-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"50-03-21-92","7234-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"50-03-21-92","7234-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M4",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"18-17-32-42","7235-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.28,1
"18-17-32-42","7235-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"18-17-32-42","7235-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.35,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"22-75-61-33","7236-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.3,2
"22-75-61-33","7236-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"22-75-61-33","7236-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"22-75-61-33","7236-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"22-75-61-33","7236-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"12-90-93-31","7237-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,1,3
"12-90-93-31","7237-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.4,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"12-90-93-31","7237-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"41-63-57-78","7238-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,1.23,3
"41-63-57-78","7238-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"39-75-73-73","7239-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,2,,,,,0.5,1
"39-75-73-73","7239-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.11,1
"39-75-73-73","7239-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"39-75-73-73","7239-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.17,1
"18-80-43-11","7251-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.54,2
"18-80-43-11","7251-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"81-00-68-63","7251-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.4,1
"66-77-07-59","7252-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.4,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.67,2
"66-77-07-59","7252-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"66-77-07-59","7252-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M3",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.52,2
"66-77-07-59","7252-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,"M4",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.79,3
"66-77-07-59","7252-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M5",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"66-77-07-59","7252-001-01",6,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M6",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"66-77-07-59","7252-001-01",7,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M7",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"66-77-07-59","7252-001-01",8,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M8",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"35-55-15-71","7252-001-09",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.4,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.34,3
"35-55-15-71","7252-001-09",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.5,3
"00-28-92-71","7252-001-13",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,0.36,2
"00-28-92-71","7252-001-13",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.8,1
"45-38-97-52","7252-001-15",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"45-38-97-52","7252-001-15",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"97-32-03-21","7252-001-18",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"97-32-03-21","7252-001-18",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"23-03-77-96","7253-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,2,,,,1.6,2
"23-03-77-96","7253-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.11,2
"23-03-77-96","7253-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"60-19-64-97","7254-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"60-19-64-97","7254-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"60-19-64-97","7254-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.25,2
"89-93-63-09","7254-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,1,,,,0.67,1
"89-93-63-09","7254-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.81,1
"89-93-63-09","7254-001-02",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"13-78-92-73","7255-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.97,1
"52-66-54-87","7255-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.48,1
"27-28-31-48","7256-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,2.61,1
"27-28-31-48","7256-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,0.76,1
"27-28-31-48","7256-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,0.86,1
"27-28-31-48","7256-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M4",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"15-61-79-53","7257-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,2,,,,6.87,1
"15-61-79-53","7257-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.8,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",5,1,1,5,,,0.91,1
"44-61-66-31","7257-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.64,2
"49-28-25-58","7258-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.23,2
"49-28-25-58","7258-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.51,2
"49-28-25-58","7258-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.89,2
"86-48-55-22","7270-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"86-48-55-22","7270-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"86-48-55-22","7270-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"77-81-42-63","7271-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,4.84,1
"77-81-42-63","7271-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"77-81-42-63","7271-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",4.5,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"20-15-14-21","7271-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"53-21-29-44","7271-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"21-72-59-45","7272-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,8.18,1
"21-72-59-45","7272-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"21-72-59-45","7272-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"83-24-43-62","7273-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"83-24-43-62","7273-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"83-24-43-62","7273-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.03,1
"83-24-43-62","7273-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.36,1
"83-24-43-62","7273-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.17,1
"54-14-06-27","7274-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.61,1
"54-14-06-27","7274-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"54-14-06-27","7274-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"04-52-92-66","7274-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.01,1
"50-87-73-80","7275-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.19,2
"50-87-73-80","7275-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.03,2
"93-43-36-44","7276-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.19,1
"93-43-36-44","7276-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.98,1
"93-43-36-44","7276-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"70-90-36-85","7277-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,4.2,2
