"interview__key","y5_hhid","cropid","ag7a_02","ag7a_03","ag7a_04","ag7a_05_1","ag7a_05_2","ag7a_06_1","ag7a_06_2","ag7a_07_1a","ag7a_07_1b","ag7a_07_2a","ag7a_07_2b","ag7a_08","ag7a_09","ag7a_10","ag7a_11","ag7a_12","ag7a_13","ag7a_14","ag7a_15","ag7a_16","ag7a_17","ag7a_18","ag7a_19","ag7a_20","ag7a_21"
"20-57-15-03","7367-001-01",74,1,10,10000,2,,2,,9,4,9,4,2,,,,,2,,,,0,0,0,0,0
"35-07-68-11","7368-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,60,0
"35-07-68-11","7368-001-01",99,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,15,0
"10-69-14-06","7370-001-01",71,1,80,90000,1,,1,,4,5,0,,2,,,,,2,,,,20,0,0,0,0
"10-69-14-06","7370-001-01",76,1,180,120000,1,,1,,4,5,0,,2,,,,,2,,,,10,0,0,10,0
"20-59-60-32","7371-001-01",71,1,750,150000,1,,1,,9,3,0,,2,,,,,2,,,,100,0,0,50,0
"20-59-60-32","7371-001-01",99,1,1000,800000,1,,1,,9,2,0,,2,,,,,2,,,,0,0,0,0,0
"45-12-70-00","7463-001-07",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,150,0
"45-12-70-00","7463-001-07",851,1,200,160000,1,,1,,4,3,4,3,2,,,,,2,,,,25,0,0,25,0
"93-40-14-10","7465-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,84,0,0,0,0
"87-10-26-46","7559-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"98-74-97-82","7616-001-01",71,1,50,50000,1,,1,,3,1,0,,2,,,,,2,,,,60,40,0,0,0
"72-11-98-01","7650-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,38,0
"72-11-98-01","7650-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,14,0
"05-80-88-36","7652-001-01",71,1,300,52000,1,,1,,3,3,0,,2,,,,,2,,,,0,0,0,0,0
"62-17-78-36","7653-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"62-17-78-36","7653-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"62-17-78-36","7653-001-01",77,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"62-17-78-36","7653-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,0,0
"38-38-42-78","7655-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,50,0
"38-38-42-78","7655-001-01",71,1,150,75000,1,2,1,2,3,1,2,1,2,,,,,2,,,,120,0,0,50,0
"38-38-42-78","7655-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,17,0,0,3,0
"38-38-42-78","7655-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,90,0
"38-38-42-78","7655-001-01",203,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"38-38-42-78","7655-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"68-19-91-60","7656-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"64-69-57-40","7657-001-01",71,1,270,135000,1,,1,,9,1,9,1,2,,,,,2,,,,54,0,0,0,0
"64-69-57-40","7657-001-01",73,1,400,150000,1,,1,,9,1,9,1,2,,,,,2,,,,200,0,0,0,0
"64-69-57-40","7657-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,600,0,0,300,0
"64-69-57-40","7657-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"17-20-31-19","7657-001-03",71,1,7,6000,1,,1,,2,1,0,,2,,,,,2,,,,14,0,0,0,0
"17-20-31-19","7657-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,1,0
"48-48-39-86","7674-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"48-48-39-86","7674-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,50,0
"48-48-39-86","7674-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,150,0
"48-25-81-23","7688-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"48-25-81-23","7688-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"48-25-81-23","7688-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"73-28-16-65","7692-001-01",71,1,1200,600000,1,,1,,9,2,9,2,2,,,,,2,,,,300,0,0,0,0
"73-28-16-65","7692-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,600,0
"73-28-16-65","7692-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"73-28-16-65","7692-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"59-61-20-39","7693-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"59-61-20-39","7693-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,25,0
"59-61-20-39","7693-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"48-86-67-22","7695-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"48-86-67-22","7695-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,0,0
"43-93-30-83","7709-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,100,0
"43-93-30-83","7709-001-01",71,1,100,100000,1,,1,,3,1,3,1,2,,,,,2,,,,250,0,0,50,0
"43-93-30-83","7709-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,150,0
"43-93-30-83","7709-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,150,0
"43-93-30-83","7709-001-01",74,1,200,120000,1,,1,,3,1,3,1,2,,,,,2,,,,100,0,0,100,0
"43-93-30-83","7709-001-01",76,1,150,70000,1,,1,,3,1,3,1,2,,,,,2,,,,150,0,0,100,0
"43-93-30-83","7709-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,100,0
"43-93-30-83","7709-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,100,0
"43-93-30-83","7709-001-01",852,1,150,110000,1,,1,,9,1,3,1,2,,,,,2,,,,60,0,0,40,0
"43-93-30-83","7709-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,40,0
"08-11-59-49","7711-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"67-88-22-18","7712-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,50,0
"67-88-22-18","7712-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"67-88-22-18","7712-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"15-42-73-60","7728-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,14,0,0,0,0
"94-29-07-23","7733-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"81-04-14-29","7751-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,23,0,0,13,0
"11-76-93-90","7771-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,60,0
"64-51-13-87","7784-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,100,0
"64-51-13-87","7784-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"64-51-13-87","7784-001-01",76,1,150000,30000,1,2,1,2,16,1,16,1,2,,,,,2,,,,150,0,0,0,0
"37-79-76-00","7789-001-02",200,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"16-12-93-02","7790-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,20,0
"16-12-93-02","7790-001-02",76,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"40-64-10-34","7802-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,125,0,0,35,0
"40-64-10-34","7802-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,15,0
"40-64-10-34","7802-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,125,0,55,0,0
"40-64-10-34","7802-001-01",77,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,120,0
"40-64-10-34","7802-001-01",79,1,300,150000,1,2,1,2,9,1,9,1,2,,,,,2,,,,200,0,0,60,0
"17-90-17-26","7804-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"60-23-57-07","7805-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,20,0
"95-48-94-61","7808-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"95-48-94-61","7808-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,20,0
"95-48-94-61","7808-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"16-78-00-15","7809-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,18,0,0,11,0
"16-78-00-15","7809-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,220,0,0,21,0
"16-78-00-15","7809-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,33,0,0,16,0
"16-78-00-15","7809-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,52,0,0,12,0
"16-78-00-15","7809-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,21,0,0,0,0
"16-78-00-15","7809-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,124,0,0,23,0
"16-78-00-15","7809-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,2,0
"16-78-00-15","7809-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,2,0
"33-34-92-88","7811-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,1,0,20,0
"74-19-50-75","7821-001-01",76,1,135,36000,1,,1,,9,2,0,,2,,,,,2,,,,40,0,0,28,0
"16-78-25-51","7822-001-01",39,1,17,40000,1,,1,,9,2,0,,2,,,,,2,,,,3,0,0,1,0
"16-78-25-51","7822-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,195,0,0,43,0
"16-78-25-51","7822-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,17,0
"16-78-25-51","7822-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,3,0
"16-78-25-51","7822-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,2,0
"32-99-12-85","7823-001-01",73,2,,,,,,,,,,,2,,,,,1,1,10,10000,90,0,0,0,0
"95-78-69-01","7823-001-02",71,2,,,,,,,,,,,2,,,,,1,1,2,20000,80,0,0,30,0
"63-30-99-24","7824-001-01",73,2,,,,,,,,,,,2,,,,,1,1,2,10000,110,0,0,30,0
"63-30-99-24","7824-001-01",76,2,,,,,,,,,,,2,,,,,1,1,3,5000,50,0,0,30,0
"26-83-07-88","7825-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"26-83-07-88","7825-001-01",71,1,40,25000,1,2,1,2,9,1,9,1,2,,,,,2,,,,20,0,0,0,0
"19-13-36-44","7826-001-02",39,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,0,0
"19-13-36-44","7826-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,33,0,0,0,0
"19-13-36-44","7826-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"11-01-62-71","7826-001-04",69,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,40,0
"11-01-62-71","7826-001-04",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,20,0
"11-01-62-71","7826-001-04",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"11-01-62-71","7826-001-04",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,15,0
"11-01-62-71","7826-001-04",76,1,400,120000,1,2,1,2,9,1,9,1,2,,,,,2,,,,40,0,0,30,0
"19-76-47-95","7827-001-01",39,2,,,,,,,,,,,2,,,,,1,1,3,10000,120,0,0,20,0
"18-60-12-92","7827-001-02",76,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"17-99-40-21","7840-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"49-58-44-74","7841-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,2,0
"49-58-44-74","7841-001-01",73,2,,,,,,,,,,,2,,,,,1,1,2,2000,500,0,0,200,0
"49-58-44-74","7841-001-01",76,2,,,,,,,,,,,2,,,,,1,1,3,10000,400,0,0,100,0
"29-74-60-14","7842-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"29-74-60-14","7842-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,86,0
"29-74-60-14","7842-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"63-73-59-66","7842-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"63-73-59-66","7842-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"56-26-44-99","7845-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"56-26-44-99","7845-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,0,0
"21-16-08-16","7846-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"21-16-08-16","7846-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,20,0
"21-16-08-16","7846-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,3,0
"13-86-84-69","7859-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"70-91-07-55","7860-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,21,0,0,0,0
"70-91-07-55","7860-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,270,0,0,120,0
"70-91-07-55","7860-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,9,0,0,8,0
"70-91-07-55","7860-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,4,0
"07-61-69-65","7862-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"07-61-69-65","7862-001-01",76,2,,,,,,,,,,,2,,,,,1,2,2,20000,100,0,0,80,0
"07-61-69-65","7862-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,40,0
"08-24-51-29","7863-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,22,0,0,0,0
"08-24-51-29","7863-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"08-24-51-29","7863-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"08-24-51-29","7863-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"03-51-23-50","7865-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"88-88-83-39","7866-001-04",74,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,2,0
"84-90-25-34","7897-001-01",71,2,,,,,,,,,,,2,,,,,1,1,2,2000,15,0,0,5,0
"84-90-25-34","7897-001-01",73,2,,,,,,,,,,,2,,,,,1,1,1,5000,120,0,0,60,0
"84-90-25-34","7897-001-01",200,2,,,,,,,,,,,2,,,,,1,1,3,2000,80,0,0,20,0
"34-13-06-64","7899-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"34-13-06-64","7899-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"52-33-12-15","7900-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"52-33-12-15","7900-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,100,0
"52-33-12-15","7900-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,1,0
"62-09-95-83","7902-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,52,0,0,10,0
"62-09-95-83","7902-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,24,0,0,6,0
"62-09-95-83","7902-001-02",76,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,3,0
"23-91-99-71","7903-001-01",73,2,,,,,,,,,,,2,,,,,1,2,1,5000,35,0,0,13,0
"23-91-99-71","7903-001-01",80,2,,,,,,,,,,,2,,,,,1,2,1,2500,29,0,0,0,0
"87-80-72-97","7904-001-01",71,2,,,,,,,,,,,2,,,,,1,4,1,2000,20,0,0,5,0
"87-80-72-97","7904-001-01",73,2,,,,,,,,,,,2,,,,,1,1,3,5000,2200,0,0,500,0
"87-80-72-97","7904-001-01",80,2,,,,,,,,,,,2,,,,,1,4,2,2000,500,0,0,80,0
"87-80-72-97","7904-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,40,0
"90-68-95-74","7916-001-01",71,1,20,7000,1,,1,,9,1,2,1,2,,,,,2,,,,20,0,0,0,0
"90-68-95-74","7916-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"90-68-95-74","7916-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,20,0
"95-68-45-61","7917-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"95-68-45-61","7917-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,20,0
"95-68-45-61","7917-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"95-68-45-61","7917-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,40,0
"95-68-45-61","7917-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"80-27-00-22","7918-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,66,0,0,0,0
"80-27-00-22","7918-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"80-27-00-22","7918-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,676,0,0,0,0
"80-27-00-22","7918-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,52,0,0,0,0
"80-27-00-22","7918-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,52,0,0,0,0
"19-89-44-48","7919-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,5,0
"19-89-44-48","7919-001-01",74,2,,,,,,,,,,,2,,,,,1,1,2,3000,50,0,0,0,0
"71-33-08-65","7919-001-11",74,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,10,0
"71-33-08-65","7919-001-11",852,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"52-72-30-63","7920-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"52-72-30-63","7920-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,20,0
"52-72-30-63","7920-001-01",76,1,260,9000,1,4,1,4,16,1,16,1,2,,,,,2,,,,40,0,0,10,0
"52-72-30-63","7920-001-01",79,1,50,3000,1,4,1,4,16,1,16,2,2,,,,,2,,,,30,0,0,0,0
"53-96-23-77","7921-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,82,0,0,0,0
"53-96-23-77","7921-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"53-96-23-77","7921-001-01",76,1,3300,450000,1,,1,,16,3,16,3,2,,,,,2,,,,120,0,0,80,0
"53-96-23-77","7921-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,10,0
"32-16-83-61","7921-001-04",71,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,0,0
"45-53-14-16","7922-001-01",73,2,,,,,,,,,,,2,,,,,1,1,5,5000,15,0,0,5,0
"45-53-14-16","7922-001-01",76,2,,,,,,,,,,,2,,,,,1,1,8,10000,7,0,0,2,0
"45-53-14-16","7922-001-01",203,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,2,0
"45-53-14-16","7922-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"43-53-42-88","7923-001-01",71,1,100,70000,1,,1,,4,1,4,1,2,,,,,2,,,,60,0,0,0,0
"43-53-42-88","7923-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"43-53-42-88","7923-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"43-53-42-88","7923-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"43-53-42-88","7923-001-01",76,1,400,80000,1,,1,,16,2,16,2,2,,,,,2,,,,100,0,0,30,0
"43-53-42-88","7923-001-01",79,1,80,20000,1,,1,,16,2,16,2,2,,,,,2,,,,20,0,0,0,0
"43-53-42-88","7923-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"43-53-42-88","7923-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"17-46-58-99","7935-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"74-23-11-25","7935-001-07",74,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"74-23-11-25","7935-001-07",203,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,60,0
"11-86-72-63","7937-001-06",74,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,0,0
"47-29-29-05","7938-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,120,0
"82-22-68-18","7939-001-03",73,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"60-83-88-29","7942-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,420,0,0,0,0
"60-83-88-29","7942-001-01",998,2,,,,,,,,,,,2,,,,,1,4,4,30000,40,0,0,0,0
"85-82-39-18","7942-001-09",998,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"11-11-82-25","7958-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,30,0
"11-11-82-25","7958-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,20,0
"66-05-47-95","7977-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"61-85-33-74","7978-001-01",74,1,30,30000,1,2,1,2,2,1,2,1,2,,,,,2,,,,20,0,0,0,0
"33-39-81-33","7980-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,23,0,0,0,0
"33-39-81-33","7980-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,9,0,0,0,0
"39-16-24-82","7995-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,250,0
"39-16-24-82","7995-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,40,0
"39-16-24-82","7995-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,60,0
"39-16-24-82","7995-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,20,0
"39-16-24-82","7995-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,30,0
"31-14-12-16","7998-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,18,0,0,0,0
"31-14-12-16","7998-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"31-14-12-16","7998-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"31-14-12-16","7998-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,10,0
"38-93-28-41","8011-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"38-93-28-41","8011-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,7200,0,0,0,0
"59-42-79-32","8068-001-02",71,1,44,6000,2,,2,,2,1,2,1,2,,,,,2,,,,66,0,0,0,0
"59-42-79-32","8068-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,560,0,0,0,0
"08-10-16-64","8068-001-04",73,2,,,,,,,,,,,2,,,,,1,1,2,5000,110,0,0,10,0
"08-10-16-64","8068-001-04",74,2,,,,,,,,,,,2,,,,,1,1,2,5000,90,0,0,10,0
"62-39-49-90","8070-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"99-94-65-53","8071-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,0,0
"99-94-65-53","8071-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"39-63-64-44","8073-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,50,0
"86-24-47-94","8074-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"86-24-47-94","8074-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"29-04-37-37","8076-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"78-51-37-43","8087-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"78-51-37-43","8087-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"96-28-87-01","8089-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"41-20-70-69","8090-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,561,0,0,0,0
"82-22-36-58","8091-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,100,0
"08-11-10-00","8092-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,218,0,0,22,0
"30-34-74-23","8093-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"21-68-14-26","8106-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"21-68-14-26","8106-001-02",80,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,100,0
"58-04-46-16","8107-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,10,0
"04-52-77-92","8109-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,65,0,0,0,0
"04-52-77-92","8109-001-02",76,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"08-91-66-16","8110-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,57,0,0,23,0
"08-91-66-16","8110-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,15,0
"91-73-79-23","8112-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"91-73-79-23","8112-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,5,0
"80-61-59-88","8113-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"65-27-64-63","8130-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"68-70-95-15","8164-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"68-70-95-15","8164-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,60,0
"06-57-77-89","8167-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,10,0
"06-57-77-89","8167-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"16-85-18-49","8169-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"16-85-18-49","8169-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"16-85-18-49","8169-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,0
"19-34-58-48","8170-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,15,0
"19-34-58-48","8170-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"19-34-58-48","8170-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,280,0
"19-34-58-48","8170-001-01",200,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"23-92-25-81","8170-001-02",69,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,4,0
