"interview__key","y5_hhid","plot_id","cropid","ag4b_01","ag4b_02","ag4b_03","ag4b_04","ag4b_05","ag4b_06","ag4b_08","ag4b_10_1","ag4b_10_2","ag4b_10a_1","ag4b_10a_2","ag4b_10b","ag4b_10c_1","ag4b_10c_2","ag4b_12","ag4b_13_1","ag4b_13_2","ag4b_17","ag4b_18","ag4b_19","ag4b_20","ag4b_21","ag4b_22","ag4b_23","ag4b_24_1","ag4b_24_2","ag4b_25","ag4b_26","ag4b_27","ag4b_28","ag4b_29","ag4b_30_1","ag4b_30_2"
"25-39-51-76","4197-001-01",1,34,2,2,2,1,2,"MBEGU ZA ASILI",2,0.5,1,0,,,0.5,1,400,4,2,2,,2,2,,,,,,,,,,,,
"91-79-97-08","4199-001-01",0,11,2,1,8,2,,"MBEGU FUPI",1,2,1,2,1,1,0,,,,,2,,1,,1,1,7,12,12,1,,,40,12000,2,
"87-54-04-17","4200-001-01",0,998,2,1,1,1,2,"ASILI",2,1,4,1,4,2,0,,,,,2,,1,,0.5,2,,2,0,2,30,90,500,500,2,
"18-95-24-27","4214-001-02",1,11,1,,,1,2,"MBEGU ZA ASILI",2,1,4,1,4,2,0,,,,,2,,1,,0.5,2,,12,12,1,,,15,15000,2,
"10-54-43-56","4217-001-01",3,11,1,,,1,2,"MBEGU ZA ASILI",2,6,1,6,1,2,0,,,,,1,3,1,,2,1,4,2,2,1,,,186,74400,1,2
"10-54-43-56","4217-001-01",3,32,2,1,1,1,2,"MBEGU ZA ASILI",2,0.5,1,0.5,1,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,24,28800,1,2
"40-02-49-45","4234-001-01",1,11,2,1,8,2,,"MAHINDI",2,0.25,1,0.25,1,2,0,,,,,2,,1,,0.25,2,,12,12,1,,,10,3000,2,
"37-53-47-86","4251-001-01",2,31,1,,,2,,"MBEGU NYEUPE",2,3,1,3,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"49-80-80-49","4253-001-01",1,31,2,1,4,2,,"MBEGU YA MAHARAGE YA KABALIMA",2,5,2,5,2,2,0,,,,,1,3,1,,0.75,2,,3,3,1,,,240,180000,3,
"09-67-89-13","4311-001-01",1,11,2,1,8,1,2,"MAHINDI",2,3,1,0,,,3,1,2400,2,1,2,,2,2,,,,,,,,,,,,
"78-86-12-72","4311-001-04",1,11,2,2,8,1,2,"MAHINDI",2,3,1,0,,,3,1,3000,4,2,2,,2,2,,,,,,,,,,,,
"78-86-12-72","4311-001-04",1,34,2,2,4,1,2,"MBAAZI",2,2,1,2,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"15-35-50-03","4365-001-01",1,11,1,,,2,,"MAHINDI",2,1,1,1,1,2,0,,,,,1,6,1,,0.4,1,9,2,2,1,,,40,60000,1,
"38-11-78-45","4369-001-01",4,11,1,,,2,,"MBEGU ZA ASILI",2,5,1,0,,,5,1,2500,5,2,2,,1,,0.51,2,,3,4,1,,,150,140000,1,2
"63-15-23-80","4387-001-01",2,13,1,,,2,,"MBEGU YA ASILI YA MTAMA",2,20,1,20,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,200,70000,1,
"63-15-23-80","4387-001-01",3,13,1,,,2,,"MBEGU YA ASILI YA MTAMA",2,60,1,60,1,2,0,,,,,2,,1,,3,2,,2,2,1,,,800,360000,1,
"24-49-93-40","4462-001-01",1,11,1,,,1,2,"MAHINDI",2,6,1,6,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,300,174000,1,2
"24-49-93-40","4462-001-01",1,43,1,,,1,2,"KARANGA",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,1,2,1,,,50,30000,1,2
"24-49-93-40","4462-001-01",2,11,1,,,2,,"MAHINDI",1,5,1,5,1,2,0,,,,,2,,1,,1.5,2,,2,2,1,,,750,406000,1,2
"24-49-93-40","4462-001-01",3,11,1,,,2,,"18",2,18,1,18,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,500,290000,1,2
"79-13-46-57","4515-001-01",1,11,2,2,1,1,2,"MBEGU ZA KIENYEJI",2,6,1,6,1,2,0,,,,,1,3,1,,0.75,2,,2,2,1,,,134,55000,1,
"97-88-90-36","4516-001-01",2,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,16,1,0,,,16,1,30000,4,1,1,3,1,,3,1,4,2,2,1,,,720,210000,1,
"97-88-90-36","4516-001-01",3,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,1,1,4,2,2,1,,,360,90000,1,
"97-88-90-36","4516-001-01",3,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,5,1,5,1,2,0,,,,,2,,1,,1,1,4,3,3,1,,,240,120000,1,
"70-16-64-65","4517-001-01",1,11,1,,,2,,"TUMBILI",2,20,1,20,1,2,0,,,,,2,,1,,3,2,,3,3,1,,,1320,462000,1,2
"20-44-65-06","4520-001-10",1,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,10,1,10,1,2,0,,,,,1,6,2,3,,,,,,,,,,,,
"27-90-81-47","4522-001-01",1,11,2,3,1,2,,"KIENYEJI",2,40,1,0,,,0,,,,,2,,1,,2.5,2,,3,3,1,,,1200,420000,1,6
"56-74-41-29","4534-001-01",3,11,1,,,1,2,"SEEDCO",2,6,1,6,1,1,6,1,34500,9,2,2,,1,,1.5,2,,2,2,1,,,1600,768000,1,
"56-74-41-29","4534-001-01",3,33,1,,,1,2,"NDURU",2,3,1,0,,,3,1,6000,1,1,2,,1,,1.5,2,,2,2,1,,,250,300000,1,
"56-74-41-29","4534-001-01",5,11,1,,,1,2,"SEEDCO",1,6,1,0,,,6,1,34500,9,2,2,,1,,1.5,1,2,3,3,1,,,300,144000,1,
"56-74-41-29","4534-001-01",5,33,1,,,1,2,"DURU",2,3,1,0,,,3,1,6000,1,1,2,,1,,1.5,2,,2,1,1,,,250,300000,1,
"92-98-94-24","4535-001-01",1,11,1,,,2,,"SEEDCO (TUMBILI)",1,8,1,0,,,8,1,24000,9,3,2,,1,,2,2,,2,2,1,,,1296,576000,1,2
"92-98-94-24","4535-001-01",2,11,1,,,2,,"SEEDCO  ( TUMBILI)",1,4,1,0,,,4,1,12000,9,1,2,,1,,1,2,,2,2,1,,,432,192000,1,2
"60-91-64-87","4537-001-01",3,11,2,1,1,1,2,"MBEGU BORA",1,6,1,0,,,6,1,36000,16,2,1,2,1,,1,2,,2,2,1,,,2400,600000,1,7
"60-91-64-87","4537-001-01",3,33,2,1,1,1,2,"ASILI",2,8,1,8,1,2,0,,,,,1,6,1,,1,2,,2,2,1,,,400,400000,1,7
"60-91-64-87","4537-001-01",3,41,2,1,1,1,2,"ASILI",2,0.5,1,0,,,0,,,,,2,,1,,0.25,2,,2,2,1,,,20,10000,1,7
"60-91-64-87","4537-001-01",3,50,2,1,1,1,2,"MBEGU BORA",1,15,1,0,,,15,1,15000,16,2,1,3,1,,1,2,,7,7,1,,,1200,1200000,1,7
"60-91-64-87","4537-001-01",5,12,1,,,2,,"ASILI",2,2.5,1,0,,,2.5,1,1500,2,1,1,1,1,,0.25,2,,4,4,1,,,180,90000,1,7
"23-26-79-03","4539-001-02",1,13,1,,,2,,"MBEGU YA MTAMA YA ASILI",2,8,1,8,1,2,0,,,,,1,1,1,,1,1,9,2,2,1,,,100,30000,1,
"97-63-24-27","4540-001-01",1,11,2,1,1,2,,"MAHINDI",2,4,1,4,1,2,0,,,,,2,,2,3,,,,,,,,,,,,
"88-22-71-88","4540-001-02",1,11,1,,,2,,"MAHINDI",2,2,1,0,,,2,1,1200,2,1,2,,1,,0.3,1,1,2,2,1,,,160,80000,1,
"99-29-28-04","4543-001-01",1,11,1,,,1,2,"MAHINDI",2,6,1,6,1,2,0,,,,,2,,1,,3,2,,1,1,1,,,2100,882000,1,3
"99-29-28-04","4543-001-01",1,33,1,,,1,2,"CHOROKO",2,4,1,4,1,2,0,,,,,2,,1,,3,2,,12,12,1,,,720,378000,1,3
"34-33-43-16","4634-001-01",1,11,2,2,1,1,2,"MBEGU BORA",1,16,1,0,,,16,1,84000,9,1,1,6,1,,1.5,1,2,4,4,1,,,40,30000,1,
"34-33-43-16","4634-001-01",1,33,2,2,1,1,2,"ASILI",2,4,1,0,,,4,1,10000,16,1,1,6,1,,1,1,2,2,2,1,,,30,40500,1,
"34-33-43-16","4634-001-01",2,11,1,,,1,2,"MBEGU BORA",1,30,1,0,,,30,1,180000,16,1,1,6,1,,4,1,2,4,4,1,,,300,120000,1,2
"34-33-43-16","4634-001-01",2,33,1,,,1,2,"ASILI",2,5,1,0,,,5,1,10000,16,1,1,6,2,3,,,,,,,,,,,,
"34-33-43-16","4634-001-01",3,11,1,,,1,2,"MBEGU BORA",1,12,1,0,,,12,1,72000,16,1,1,6,1,,5,1,2,4,4,1,,,320,128000,1,2
"34-33-43-16","4634-001-01",3,50,1,,,1,2,"MBEGU BORA",1,100,1,0,,,100,1,71400,7,1,1,6,2,3,,,,,,,,,,,,
"34-33-43-16","4634-001-01",4,11,1,,,2,,"MBEGU BORA",1,20,1,0,,,20,1,120000,16,1,1,6,2,3,,,,,,,,,,,,
"02-23-53-22","4648-001-01",3,11,1,,,2,,"SEEDCO",3,15,1,15,1,3,0,,,,,2,,1,,1.5,2,,2,2,1,,,378,210000,1,2
"02-23-53-22","4648-001-01",3,22,2,1,4,2,,"KUHAMA",2,45,1,45,1,2,0,,,,,2,,1,,0.3,2,,2,5,1,,,340,120000,1,2
"38-73-88-63","4650-001-01",1,11,1,,,2,,"SEEDCO",3,5,1,5,1,3,0,,,,,2,,1,,1,2,,2,1,1,,,200,96000,1,2
"00-91-88-38","4652-001-01",1,11,2,2,1,1,2,"ASILI",2,1,1,0,,,1,1,1500,2,1,2,,1,,0.5,2,,2,2,1,,,80,40000,2,
"00-91-88-38","4652-001-01",1,12,2,2,1,2,,"ASILI",2,2,1,0,,,2,1,5000,2,1,2,,1,,0.5,2,,5,5,1,,,105,60000,2,
"00-91-88-38","4652-001-01",1,13,2,2,1,1,2,"ASILI",2,1,1,0,,,1,1,2500,2,1,2,,1,,0.5,2,,2,2,1,,,84,80000,2,
"00-91-88-38","4652-001-01",3,11,1,,,2,,"ASILI",2,2,1,0,,,2,1,5000,4,1,2,,1,,1,2,,2,2,1,,,140,70000,2,
"47-30-58-25","4895-001-01",5,11,1,,,2,,"PANA",1,4,1,0,,,4,1,25000,16,2,2,,1,,0.1,1,5,3,3,1,,,120,60000,1,2
"83-48-46-44","4895-001-03",1,11,1,,,1,2,"PANA",1,2,1,2,1,1,2,1,12000,16,2,2,,1,,0.5,2,,3,3,1,,,120,96000,1,2
"83-48-46-44","4895-001-03",1,31,1,,,1,2,"ROZIKOKO",2,5,1,0,,,5,1,7500,4,2,2,,1,,0.2,1,2,4,4,1,,,60,72000,1,2
"83-48-46-44","4895-001-03",5,23,1,,,2,,"OBAMA",2,20,1,0,,,20,1,12000,4,3,2,,1,,0.1,1,9,3,3,1,,,40,16000,1,2
"06-47-27-70","4896-001-01",1,11,1,,,2,,"BEKABI",1,4,1,0,,,4,1,48000,16,2,2,,2,2,,,,,,,,,,,,
"06-47-27-70","4896-001-01",2,11,1,,,2,,"BEKABI",1,4,1,0,,,4,1,48000,16,2,2,,2,2,,,,,,,,,,,,
"06-47-27-70","4896-001-01",3,11,1,,,2,,"BEKABI",1,4,1,0,,,4,1,48000,16,2,2,,2,2,,,,,,,,,,,,
"06-47-27-70","4896-001-01",5,11,1,,,2,,"BEKABI",1,4,1,0,,,4,1,48000,16,2,2,,2,2,,,,,,,,,,,,
"55-37-33-83","4897-001-01",1,11,2,3,1,1,2,"DEKAB8053",1,2,1,0,,,2,1,11000,16,2,2,,1,,0.25,2,,6,6,1,,,36,18000,1,
"55-37-33-83","4897-001-01",1,31,2,3,1,1,2,"ROSEKOKO",2,2,1,2,1,2,0,,,,,2,,1,,0.25,1,9,4,4,1,,,5,6000,1,
"55-37-33-83","4897-001-01",5,11,1,,,2,,"PANA",1,6,1,0,,,6,1,33000,16,2,1,2,1,,0.5,2,,5,6,1,,,504,36000,1,
"83-14-14-02","4898-001-04",1,11,1,,,1,2,"PANA",1,2,1,0,,,2,1,10000,16,3,2,,1,,0.2,1,9,12,12,1,,,60,30000,2,
"83-14-14-02","4898-001-04",1,32,1,,,1,2,"KUNDE",2,1,1,0,,,1,1,1500,16,3,2,,1,,0.1,1,9,12,12,1,,,10,10000,2,
"42-87-18-36","4900-001-01",1,11,1,,,2,,"PANA",1,0.5,1,0,,,0,,,,,2,,1,,0.25,2,,4,4,1,,,36,30000,1,
"42-87-18-36","4900-001-01",3,11,1,,,2,,"PANA",1,1.5,1,0,,,1.5,1,9000,16,1,2,,1,,0.25,2,,4,4,1,,,90,75000,1,
"42-87-18-36","4900-001-01",4,11,1,,,2,,"PANA",1,4.5,1,0,,,4.5,1,27000,16,1,2,,1,,1,2,,5,5,1,,,216,180000,1,
"44-11-06-04","4901-001-01",1,11,1,,,2,,"DECAB",1,2,1,0,,,2,1,12000,9,2,2,,1,,1,2,,3,3,1,,,200,140000,1,
"44-11-06-04","4901-001-01",2,11,1,,,1,2,"DECAB",1,1,1,0,,,1,1,6000,9,2,2,,1,,0.25,2,,4,4,1,,,100,70000,1,
"44-11-06-04","4901-001-01",2,25,2,1,1,1,2,"MAGIMBI",2,30,1,0,,,0,,,,,2,,1,,0.25,2,,4,5,1,,,100,120000,1,2
"44-11-06-04","4901-001-01",3,11,1,,,2,,"DECAB",1,4,1,0,,,4,1,24000,9,2,2,,1,,2,2,,4,4,1,,,200,140000,1,2
"82-92-95-33","4914-001-01",1,11,1,,,2,,"MBEGU BORA",1,8,1,0,,,8,1,24000,16,2,2,,1,,1,2,,4,5,1,,,528,240000,1,
"37-86-09-80","4915-001-01",2,11,1,,,1,2,"MBEGU ZA ASILI",2,1,1,0,,,1,1,2000,10,3,2,,1,,0.25,2,,3,3,1,,,36,20000,1,
"37-86-09-80","4915-001-01",3,11,1,,,1,2,"MBEGU ZA ASILI",2,1,1,0,,,1,1,2000,10,3,2,,1,,0.25,2,,3,3,1,,,27,15000,1,
"37-86-09-80","4915-001-01",4,11,1,,,1,2,"MBEGU ZA ASILI",2,1,1,0,,,1,1,2000,10,3,2,,1,,0.25,2,,3,3,1,,,18,10000,1,
"84-99-81-33","4916-001-01",1,11,2,2,8,2,,"KIENYEJI",2,3,1,0,,,3,1,3000,4,2,2,,1,,0.1,1,1,3,3,1,,,40,18000,1,2
"84-99-81-33","4916-001-01",4,11,1,,,2,,"PANA",1,4,1,0,,,4,1,30000,16,2,2,,1,,0.2,1,9,3,3,1,,,480,224000,1,2
"12-86-91-66","4918-001-01",1,11,1,,,1,2,"GOPALI",1,2,1,0,,,2,1,13500,16,2,2,,1,,0.25,2,,4,4,1,,,108,48000,1,
"12-86-91-66","4918-001-01",1,31,1,,,1,2,"ROZIKOKO",2,5,1,0,,,5,1,7500,16,2,2,,1,,0.25,2,,2,2,1,,,20,24,1,
"63-07-18-14","4919-001-01",1,11,1,,,2,,"KATUMBILI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,4,4,1,,,90,35000,1,
"63-07-18-14","4919-001-01",2,11,1,,,2,,"KATUMBILI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,4,4,1,,,72,28000,1,
"62-49-93-00","4921-001-01",1,11,1,,,1,2,"ASILI",2,2,1,0,,,2,1,4000,4,2,2,,1,,0.25,2,,4,4,1,,,54,24000,1,
"62-49-93-00","4921-001-01",1,25,1,,,1,2,"MALUGA/ASILI",2,506,1,0,,,506,1,2500,4,2,2,,1,,0.25,2,,8,10,1,,,83,16600,1,
"62-49-93-00","4921-001-01",1,31,1,,,1,2,"RESI KOKO",2,4,1,0,,,4,1,8000,4,2,2,,1,,0.25,2,,3,3,1,,,20,30000,1,
"62-49-93-00","4921-001-01",2,11,1,,,1,2,"ASILI",2,6,1,0,,,6,1,12000,4,2,2,,1,,0.25,2,,4,4,1,,,106,53000,1,
"62-49-93-00","4921-001-01",2,31,2,1,4,2,,"BOMBEI",2,5,1,0,,,5,1,10000,4,2,2,,1,,0.06,2,,3,3,1,,,42,65000,1,
"31-32-27-89","4934-001-02",2,11,1,,,1,2,"MBEGU ZA ASILI",2,5,1,5,1,2,0,,,,,2,,1,,2,1,4,1,1,1,,,324,120000,2,
"31-32-27-89","4934-001-02",3,11,1,,,1,2,"MBEGU ZA ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.25,1,4,1,1,1,,,72,32000,2,
"22-44-45-56","4937-001-01",1,11,2,1,3,2,,"STAR",3,4,1,4,1,3,4,1,8000,2,1,2,,2,2,,,,,,,,,,,,
"20-59-92-39","4938-001-01",2,11,1,,,2,,"SEED CO",1,2,1,0,,,2,1,12000,16,2,2,,1,,0.3,1,9,2,2,1,,,216,100000,1,4
"16-74-03-08","4938-001-05",1,11,1,,,2,,"KIENYEJI",2,4,1,0,,,4,1,4000,3,1,2,,1,,0.5,1,1,2,2,1,,,240,94000,1,2
"03-44-97-89","4940-001-01",1,11,2,2,2,2,,"KAPTURA",3,4,1,4,1,3,0,,,,,2,,1,,1,2,,12,12,1,,,200,72000,1,2
"03-44-97-89","4940-001-01",2,11,1,,,2,,"KAPTURA",3,2,1,2,1,3,0,,,,,2,,1,,0.5,2,,12,12,1,,,200,72000,1,
"27-50-87-34","4971-001-01",2,11,1,,,2,,"KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,0.1,1,1,1,1,1,,,120,42000,1,
"39-26-01-86","4972-001-01",1,11,2,2,3,2,,"TUMBILI",1,2,1,0,,,2,1,10000,16,1,2,,2,4,,,,,,,,,,,,
"30-25-28-77","4973-001-02",2,11,1,,,2,,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,8,8,1,,,150,61000,9,10
"30-25-28-77","4973-001-02",3,11,1,,,1,2,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1,1,1,2,2,1,,,60,36000,9,10
"30-25-28-77","4973-001-02",3,32,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,20,20000,9,10
"30-25-28-77","4973-001-02",4,11,1,,,2,,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1,1,1,3,3,1,,,60,36000,9,10
"69-14-01-64","4978-001-01",1,11,1,,,2,,"SITUKA",1,5,1,0,,,5,1,12500,16,1,1,3,1,,0.5,1,4,1,1,1,,,100,50000,1,2
"77-11-61-74","4978-001-03",1,11,2,2,7,2,,"YANGA",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,240,84000,1,2
"56-79-04-46","4991-001-01",1,11,2,2,4,2,,"MBEGU YA KIENYEJI",2,5,1,5,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"56-79-04-46","4991-001-01",2,11,2,1,8,2,,"DK",3,10,1,10,1,3,0,,,,,2,,2,2,,,,,,,,,,,,
"85-74-34-93","4992-001-01",3,11,2,1,8,2,,"MBEGU ZA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,2,2,,3,3,1,,,378,175000,1,
"59-59-77-06","4993-001-01",1,11,2,2,1,2,,"MBEGU ZA ASILI",1,30,1,30,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,1800,450000,1,2
"29-14-89-65","4994-001-01",2,11,2,1,3,2,,"YA SERIKALI",3,4,1,4,1,3,0,,,,,2,,1,,0.6,2,,2,2,1,,,300,150000,1,
"22-03-21-61","4995-001-01",1,11,1,,,2,,"DIKEI",2,7,1,0,,,7,1,3500,2,1,1,3,1,,1,1,4,2,2,1,,,1,60000,1,2
"82-93-80-80","4996-001-01",1,11,1,,,2,,"MBEGU YA ASILI",2,1,2,1,2,2,0,,,,,2,,1,,3,2,,2,2,1,,,1260,350000,4,7
"98-44-73-35","5086-001-01",1,11,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.3,2,,3,3,1,,,36,20000,1,
"98-44-73-35","5086-001-01",1,31,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.3,2,,3,3,1,,,1,30000,1,
"55-38-00-93","5088-001-01",2,51,2,3,1,2,,"MBEGU YA KIENYEJI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.75,2,,3,3,1,,,860,430000,1,2
"55-38-00-93","5088-001-01",3,11,1,,,2,,"MBEGU YA KIENYEJI",2,5,1,5,1,2,0,,,,,2,,1,,0.25,2,,3,3,1,,,600,175000,2,
"55-38-00-93","5088-001-01",4,51,1,,,2,,"MBEGU YA KIENYEJI",2,2,1,2,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,1320,600,1,2
"99-41-28-59","5089-001-01",1,11,1,,,2,,"MIEZI MINNE",1,2,1,0,,,2,1,5000,5,1,2,,2,2,,,,,,,,,,,,
"03-45-70-94","5108-001-01",1,998,1,,,2,,"KIBANDA MENO",2,20,1,0,,,0,,,,,2,,2,2,,,,,,,,,,,,
"93-09-91-35","5224-001-02",1,998,2,2,3,2,,"KIBANDAMENO",2,1,5,0,,,0,,,,,2,,2,2,,,,,,,,,,,,
"84-21-69-36","5260-001-01",1,91,1,,,2,,"MBEGU YA MCHICHA",2,1,3,1,3,2,0,,,,,2,,1,,0.25,2,,12,12,1,,,10,3000,2,
"03-34-75-96","5318-001-01",1,88,2,1,1,1,2,"MBEGU ZA ASILI",2,1,3,0,,,1,3,3500,10,2,2,,2,3,,,,,,,,,,,,
"03-34-75-96","5318-001-01",1,91,2,1,1,1,2,"MBEGU ZA ASILI",2,1,4,0,,,1,4,3300,10,2,2,,1,,0.01,2,,7,7,1,,,7,4000,1,2
"03-34-75-96","5318-001-01",1,998,2,1,1,1,2,"MBEGU ZA ASILI",2,1,4,0,,,1,4,5000,10,2,2,,1,,0.01,1,2,7,7,1,,,7,6000,1,2
"22-58-79-14","5529-001-01",1,11,2,2,1,1,2,"DK",1,4,1,0,,,4,1,24000,16,4,2,,1,,1,2,,2,7,1,,,432,120000,1,2
"22-58-79-14","5529-001-01",1,31,2,1,4,1,2,"NYEKUNDU",2,1,4,1,4,2,0,,,,,2,,1,,0.25,2,,2,2,1,,,25,30000,1,2
"22-58-79-14","5529-001-01",2,11,2,2,3,2,,"DK",1,2,1,0,,,2,1,10000,16,4,2,,1,,1.5,2,,2,2,1,,,648,180000,1,2
"84-98-35-82","5544-001-02",1,11,2,2,1,1,2,"MBEGU BORA",1,4,1,0,,,4,1,12000,19,2,2,,1,,1,2,,12,1,1,,,25,18000,7,8
"84-98-35-82","5544-001-02",1,32,2,1,1,1,2,"MBEGU BORA",1,1,1,1,1,1,0,,,,,2,,1,,0.4,1,1,12,1,1,,,4,4800,7,8
"84-98-35-82","5544-001-02",1,34,2,1,1,1,2,"MBEGU ZA ASILI",2,2,1,0,,,2,1,3000,16,1,2,,2,2,,,,,,,,,,,,
"82-25-26-41","5693-001-01",1,998,1,,,2,,"MBEGU ZA MIHOGO",2,10,1,0,,,10,1,10000,2,1,2,,2,2,,,,,,,,,,,,
"82-25-26-41","5693-001-01",4,12,1,,,2,,"MBEGU YA MPUNGA",2,25,1,0,,,25,1,20000,2,1,2,,2,2,,,,,,,,,,,,
"17-53-58-10","5699-001-02",1,43,2,1,4,1,2,"KARANGA NDOGO",2,500,5,13,5,2,500,5,1000,16,1,1,6,2,4,,,,,,,,,,,,
"17-53-58-10","5699-001-02",1,100,2,2,4,1,2,"ROYA",2,1,1,0,,,1,1,10000,16,1,2,,2,2,,,,,,,,,,,,
"58-84-38-08","5845-001-01",1,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,4,1,4,1,2,0,,,,,1,3,1,,0.5,2,,3,3,1,,,108,30000,1,2
"58-84-38-08","5845-001-01",5,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,20,1,0,,,20,1,12000,4,1,1,6,1,,2,1,9,3,3,1,,,200,30000,1,2
"59-35-72-90","5849-001-01",1,11,1,,,1,2,"LUBANGO",1,5,1,0,,,5,1,26000,9,1,1,1,1,,0.5,2,,2,2,1,,,40,10000,1,2
"38-54-59-26","5850-001-01",1,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,2,1,2,1,2,0,,,,,1,3,1,,0.3,2,,2,2,1,,,20,15000,1,
"38-54-59-26","5850-001-01",3,11,2,2,3,2,,"MBEGU YA ASILI YA MAHINDI",2,8,1,8,1,2,0,,,,,2,,1,,1,1,4,3,3,1,,,200,35000,1,
"44-93-96-14","5851-001-01",1,11,1,,,1,2,"MAHINDI",2,10,1,0,,,10,1,10000,5,1,2,,1,,1,1,1,2,2,1,,,300,90000,1,2
"44-93-96-14","5851-001-01",1,31,2,2,4,1,2,"MAHARAGE",2,5,1,0,,,5,1,5000,5,1,2,,1,,0.2,1,1,2,2,1,,,50,50000,1,2
"70-86-81-13","5851-001-03",1,11,2,3,1,1,2,"MAHINDI",3,1,2,1,2,3,0,,,,,2,,1,,3,2,,1,2,1,,,1100,385000,1,2
"70-86-81-13","5851-001-03",1,31,2,1,1,1,1,"MAHARAGE",2,2,1,2,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,20,15000,1,2
"52-17-86-97","5851-001-09",2,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,320,30000,1,2
"52-17-86-97","5851-001-09",3,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,3,1,3,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,100,30000,1,2
"96-92-93-89","5851-001-10",1,11,1,,,1,2,"KIENYEJI",2,5,1,0,,,5,1,1500,9,1,1,1,1,,1,2,,2,2,1,,,120,30000,1,
"46-07-29-05","5865-001-01",1,11,2,2,1,2,,"KIENYEJI",2,1,1,0,,,1,1,500,4,1,2,,1,,0.5,1,4,3,3,1,,,40,10000,1,
"46-07-29-05","5865-001-01",3,11,1,,,2,,"KIENYEJI",2,3,1,0,,,3,1,1500,4,1,1,3,1,,1,2,,3,3,1,,,180,45000,1,
"28-63-80-02","5870-001-01",2,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,1.5,1,1.5,1,2,0,,,,,1,3,1,,0.5,1,4,2,2,1,,,150,70000,1,2
"20-23-28-81","5871-001-02",1,11,2,1,4,1,2,"BUNANE",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,60,15000,2,4
"20-23-28-81","5871-001-02",1,31,2,1,4,1,2,"NJANO",2,2,1,0,,,2,1,4800,4,1,2,,1,,1,2,,1,1,1,,,1,20000,2,4
"44-04-54-77","5872-001-01",1,11,1,,,2,,"ASILI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.19,2,,3,3,1,,,108,36000,1,
"44-04-54-77","5872-001-01",2,11,2,1,1,2,,"ASILI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.25,2,,3,3,1,,,162,54000,1,
"64-76-70-49","5883-001-02",1,11,1,,,1,2,"MBEGU BORA YA MAHINDI DK",1,4,1,0,,,4,1,24000,16,1,2,,1,,1,2,,2,1,1,,,500,150000,1,2
"64-76-70-49","5883-001-02",1,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,2,1,2,1,2,0,,,,,1,3,1,,1,1,4,1,1,1,,,20,40000,1,2
"64-76-70-49","5883-001-02",2,22,1,,,1,2,"MBEGU YA ASILI YA VIAZI VITAMU",2,120,1,120,1,2,0,,,,,2,,2,2,,,,,,,,,,,,
"33-09-32-84","5883-001-06",1,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,1,1,0,,,1,1,3000,2,1,1,3,1,,1,1,4,3,3,1,,,240,90000,3,
