"interview__key","y5_hhid","plot_id","cropid","ag6b_02","ag6b_03","ag6b_04","ag6b_05","ag6b_06","ag6b_06a","ag6b_07_1","ag6b_07_2","ag6b_07_3","ag6b_07_4","ag6b_08_1","ag6b_08_2","ag6b_09","ag6b_10","ag6b_11"
"37-71-99-36","3834-001-01",1,304,11,2016,6,1,2,2,,,,,,,,,
"37-71-99-36","3834-001-01",2,46,98,2007,0,1,2,1,2020,10,2020,11,1,,150,1,5
"54-43-79-14","3834-001-02",2,21,200,2021,200,1,2,1,2020,9,2020,9,1,,50,2,
"54-43-79-14","3834-001-02",2,46,16,1900,0,1,2,2,,,,,,,,,
"54-43-79-14","3834-001-02",3,46,40,1900,0,1,2,2,,,,,,,,,
"48-62-80-16","3835-001-01",1,46,7,1990,0,2,,1,2020,9,2020,10,1,,20,2,
"48-62-80-16","3835-001-01",3,46,53,1994,20,2,,1,2020,9,2020,10,1,,15,1,5
"17-92-85-18","3836-001-01",2,46,38,2017,0,1,2,1,2020,10,2020,12,1,2,600,1,4
"17-92-85-18","3836-001-01",3,46,30,2012,0,2,,2,,,,,,,,,
"09-79-49-52","3838-001-01",1,46,105,1900,0,2,,1,2020,10,2020,12,1,2,800,2,
"09-79-49-52","3838-001-01",2,46,56,1900,0,2,,2,,,,,,,,,
"09-77-56-91","3850-001-01",1,46,25,2018,0,2,,1,2019,10,2020,1,1,2,680,2,
"18-86-63-89","3851-001-02",1,46,16,2020,9,2,,1,2020,10,2020,12,2,,25,2,
"18-86-63-89","3851-001-02",2,46,10,1900,0,2,,1,2020,10,2020,12,2,,25,2,
"18-86-63-89","3851-001-02",4,21,230,2020,230,1,2,1,2020,6,2020,6,2,,180,2,
"18-86-63-89","3851-001-02",4,46,20,1900,0,1,2,1,2020,10,2020,12,2,,60,2,
"83-95-24-14","3852-001-01",1,45,5,1983,1,1,2,1,2020,1,2020,10,1,2,10,2,
"83-95-24-14","3852-001-01",2,46,30,2000,7,2,,1,2020,10,2020,12,1,2,200,1,5
"83-95-24-14","3852-001-01",3,46,50,1988,0,2,,1,2020,10,2020,12,1,2,30,1,5
"83-95-24-14","3852-001-01",4,46,22,1988,0,2,,1,2020,10,2020,12,1,2,30,1,5
"83-95-24-14","3852-001-01",6,46,30,2006,0,2,,1,2020,10,2020,12,1,2,40,1,5
"22-52-97-75","3854-001-01",1,45,5,2000,0,1,2,1,2020,11,2021,1,1,2,120,1,5
"22-52-97-75","3854-001-01",2,46,120,2010,7,1,2,1,2020,9,2020,12,1,2,200,1,5
"22-52-97-75","3854-001-01",3,46,60,9999,30,1,2,1,2020,9,2020,12,1,2,120,1,5
"83-08-74-84","3855-001-02",1,46,35,2016,7,2,,1,2020,10,2020,12,1,,40,2,
"83-08-74-84","3855-001-02",2,46,50,1900,0,2,,1,2020,10,2020,12,1,,20,2,
"83-08-74-84","3855-001-02",3,46,30,1900,0,2,,1,2020,10,2020,12,1,,50,2,
"95-93-01-71","3856-001-01",1,21,28,2020,26,1,2,2,,,,,,,,,
"95-93-01-71","3856-001-01",3,46,20,2003,5,1,2,1,2020,12,2020,12,1,,75,2,
"72-66-88-88","3859-001-01",1,45,2,1990,0,2,,1,2021,1,2021,1,4,,5,2,
"72-66-88-88","3859-001-01",2,46,26,2018,0,2,,1,2020,10,2020,12,4,,100,2,
"72-66-88-88","3859-001-01",3,21,400,2020,0,2,,1,2020,7,2020,8,4,,200,2,
"72-66-88-88","3859-001-01",3,46,20,2018,0,2,,1,2020,9,2020,12,4,,100,2,
"84-24-16-37","3869-001-01",2,21,60,2020,60,1,2,1,2020,8,2020,9,1,,200,2,
"77-48-36-64","3870-001-01",1,46,4,1900,0,2,,1,2020,10,2020,12,1,2,280,2,
"77-48-36-64","3870-001-01",2,46,3,1993,0,2,,1,2020,10,2020,12,1,2,40,1,5
"38-68-55-54","3871-001-01",1,21,500,2019,110,1,2,1,2020,6,2020,9,1,2,60,2,
"38-68-55-54","3871-001-01",1,46,50,1995,12,1,2,1,2020,9,2020,11,1,2,5,2,
"88-98-35-96","3872-001-01",1,46,42,9999,0,2,,1,2020,10,2020,11,1,,80,2,
"88-98-35-96","3872-001-01",2,21,19,2020,18,1,2,2,,,,,,,,,
"64-66-80-40","3872-001-03",2,46,101,1900,11,2,,1,2020,9,2020,11,1,,280,2,
"04-39-66-83","3874-001-01",3,46,115,2018,100,1,2,1,2020,9,2020,11,1,,150,2,
"01-05-27-43","3875-001-01",1,46,3,2005,0,2,,1,2020,9,2020,12,1,,20,2,
"01-05-27-43","3875-001-01",3,46,21,2014,0,2,,1,2020,9,2020,12,1,,300,2,
"36-72-56-75","3876-001-02",4,46,13,9999,10,1,2,1,2020,9,2020,10,1,2,15,1,5
"95-35-64-97","3889-001-01",1,45,8,2001,0,1,2,1,2020,10,2020,10,1,2,16,1,5
"95-35-64-97","3889-001-01",1,46,3,2001,0,1,2,1,2020,9,2020,12,1,2,37,1,4
"95-35-64-97","3889-001-01",2,46,12,1991,0,1,2,1,2020,10,2020,12,1,2,20,1,4
"95-35-64-97","3889-001-01",3,21,100,2019,0,1,2,1,2020,10,2021,8,1,2,150,2,
"95-35-64-97","3889-001-01",3,46,17,1991,0,1,2,1,2020,10,2020,12,1,2,23,1,4
"18-23-18-31","3889-001-02",1,21,24,2021,24,1,2,1,2021,8,2021,9,2,5,37,2,
"18-23-18-31","3889-001-02",1,45,2,2004,0,2,,1,2021,8,2021,8,2,,26,2,
"18-23-18-31","3889-001-02",1,46,1,2007,0,2,,1,2020,9,2020,11,2,3,25,2,
"18-23-18-31","3889-001-02",2,46,56,2005,0,2,,1,2020,10,2020,11,2,5,64,2,
"18-23-18-31","3889-001-02",3,46,10,2007,0,2,,1,2020,10,2020,12,2,3,127,2,
"18-23-18-31","3889-001-02",4,21,120,2020,0,2,,1,2020,8,2020,10,2,6,173,2,
"18-23-18-31","3889-001-02",4,34,180,2020,0,2,,1,2020,6,2020,7,2,5,148,2,
"18-23-18-31","3889-001-02",4,46,4,2009,0,2,,1,2020,9,2020,12,2,5,31,2,
"18-23-18-31","3889-001-02",5,46,19,2013,0,2,,1,2020,9,2020,12,2,3,67,2,
"18-23-18-31","3889-001-02",6,21,200,2020,200,2,,1,2021,8,2021,9,2,6,124,2,
"66-99-22-63","3890-001-01",1,46,4,1994,0,2,,1,2020,10,2020,12,1,,10,2,
"66-99-22-63","3890-001-01",2,46,100,2010,0,2,,1,2020,10,2020,12,1,2,217,2,
"66-99-22-63","3890-001-01",3,46,200,2008,0,2,,1,2020,10,2020,12,1,2,315,2,
"66-99-22-63","3890-001-01",4,46,115,1997,0,2,,1,2020,10,2020,12,1,2,275,2,
"47-80-77-24","3891-001-01",1,46,6,2013,0,2,,1,2020,10,2020,12,1,2,108,2,
"47-80-77-24","3891-001-01",1,304,6,2016,0,2,,2,,,,,,,,,
"47-80-77-24","3891-001-01",2,46,25,2005,0,2,,1,2020,9,2020,11,1,2,51,2,
"47-80-77-24","3891-001-01",3,46,12,2014,0,2,,1,2020,9,2020,11,3,,57,2,
"47-80-77-24","3891-001-01",4,21,70,2020,0,2,,1,2020,4,2020,5,1,2,134,2,
"47-80-77-24","3891-001-01",4,46,34,2017,0,2,,1,2020,10,2020,12,1,3,114,2,
"47-80-77-24","3891-001-01",5,21,240,2020,0,2,,1,2021,10,2021,10,1,2,94,2,
"23-60-48-43","3892-001-01",1,21,70,2020,0,1,2,1,2021,4,2021,8,1,,40,2,
"23-60-48-43","3892-001-01",1,34,60,2020,0,1,2,1,2021,5,2021,6,1,,24,2,
"23-60-48-43","3892-001-01",5,21,185,2020,30,1,2,1,2021,5,2021,9,1,,330,2,
"23-60-48-43","3892-001-01",5,34,95,2020,0,1,2,1,2021,5,2021,7,1,,37,2,
"97-44-20-97","3892-001-02",1,46,6,1900,0,1,2,2,,,,,,,,,
"69-11-38-35","3893-001-01",1,34,200,2020,200,1,2,1,2021,6,2021,6,1,2,100,2,
"69-11-38-35","3893-001-01",1,46,29,2006,0,1,2,1,2020,9,2020,11,1,2,216,2,
"69-11-38-35","3893-001-01",1,304,11,2015,0,1,2,2,,,,,,,,,
"69-11-38-35","3893-001-01",2,21,200,2020,0,1,2,1,2020,10,2020,10,1,2,300,2,
"69-11-38-35","3893-001-01",2,46,4,2019,0,2,,2,,,,,,,,,
"69-11-38-35","3893-001-01",3,46,10,2008,0,2,,2,,,,,,,,,
"69-11-38-35","3893-001-01",5,46,42,1969,0,2,,1,2020,9,2020,12,1,2,540,2,
"69-11-38-35","3893-001-01",6,46,9,1900,0,2,,1,2020,10,2020,11,1,2,18,2,
"88-69-14-99","3894-001-01",1,45,1,2017,0,2,,2,,,,,,,,,
"88-69-14-99","3894-001-01",1,46,3,1900,0,2,,1,2020,10,2021,1,1,2,4,2,
"88-69-14-99","3894-001-01",2,21,110,2020,120,2,,2,,,,,,,,,
"88-69-14-99","3894-001-01",2,46,10,2008,0,2,,1,2020,11,2021,1,1,2,20,2,
"88-69-14-99","3894-001-01",3,46,26,1900,0,2,,2,,,,,,,,,
"54-17-82-96","3895-001-01",1,45,7,1990,0,2,,1,2021,3,2021,9,1,2,20,2,
"54-17-82-96","3895-001-01",1,46,10,2000,0,2,,1,2020,10,2020,12,1,2,60,2,
"54-17-82-96","3895-001-01",3,46,45,1996,0,2,,2,,,,,,,,,
"54-17-82-96","3895-001-01",4,21,200,2020,200,2,,2,,,,,,,,,
"54-17-82-96","3895-001-01",4,46,175,1991,0,2,,1,2020,10,2020,12,1,2,200,2,
"77-50-25-33","3907-001-01",2,46,1,2005,0,2,,1,2020,9,2020,10,1,,10,1,4
"65-31-91-12","3909-001-01",3,21,4000,2020,3000,1,2,2,,,,,,,,,
"65-31-91-12","3909-001-01",3,46,97,2004,0,2,,1,2020,9,2020,11,1,2,1000,2,
"55-64-94-92","3910-001-01",1,46,60,1900,0,2,,1,2020,10,2020,12,1,2,220,2,
"25-53-39-24","3930-001-01",1,60,21,2020,6,1,2,2,,,,,,,,,
"72-80-89-54","3945-001-01",1,21,1000,2020,500,1,2,1,2021,9,2021,10,1,,80,2,
"43-94-10-02","3946-001-01",2,21,560,2021,560,2,,2,,,,,,,,,
"89-86-06-24","3946-001-02",1,21,2000,2020,2000,2,,1,2021,6,2021,8,1,2,50,2,
"04-01-34-61","3948-001-01",1,304,16,2000,7,2,,2,,,,,,,,,
"10-36-95-74","3951-001-01",1,21,600,2019,0,1,2,1,2020,8,2020,10,1,2,90,2,
"26-84-75-25","3951-001-11",1,21,16000,2020,250,1,2,2,,,,,,,,,
"57-63-62-90","3970-001-02",1,304,5,1900,0,2,,2,,,,,,,,,
"99-03-56-38","3970-001-03",1,304,1,1900,0,2,,2,,,,,,,,,
"14-51-55-67","3972-001-01",2,21,400,2020,400,1,2,2,,,,,,,,,
"62-60-65-50","3983-001-01",3,304,1,1993,0,2,,2,,,,,,,,,
"31-70-53-03","3990-001-01",1,53,15,2019,15,1,2,2,,,,,,,,,
"89-64-05-58","4002-001-01",1,21,3500,2020,400,2,,2,,,,,,,,,
"15-44-50-11","4003-001-01",3,304,10,2020,9,1,1,2,,,,,,,,,
"21-77-05-56","4004-001-01",4,21,300,2019,0,2,,2,,,,,,,,,
"71-92-23-11","4006-001-01",2,21,5000,2020,5000,2,,2,,,,,,,,,
"41-08-71-95","4008-001-01",3,21,9000,2017,3000,1,2,1,2020,9,2020,12,1,2,350,1,3
"27-44-99-19","4012-001-01",3,21,1000,2021,1000,2,,1,2020,8,2020,9,1,2,200,2,
"63-66-25-23","4027-001-01",1,303,8,2013,0,2,,2,,,,,,,,,
"18-01-59-53","4032-001-06",1,21,8,2021,8,1,2,2,,,,,,,,,
"29-58-09-23","4040-001-01",1,44,1,2016,0,1,2,2,,,,,,,,,
"87-00-93-35","4040-001-06",1,60,10,2020,10,1,2,2,,,,,,,,,
"87-00-93-35","4040-001-06",1,304,25,2017,0,1,2,2,,,,,,,,,
"12-61-17-85","4041-001-01",1,304,53,2013,0,1,1,2,,,,,,,,,
"12-61-17-85","4041-001-01",5,21,450,2020,450,1,1,2,,,,,,,,,
"12-61-17-85","4041-001-01",5,304,200,2020,100,1,1,2,,,,,,,,,
"23-18-10-95","4042-001-01",1,44,1,2004,0,1,2,1,2020,8,2020,8,4,,6,2,
"23-18-10-95","4042-001-01",1,304,15,2014,0,1,2,2,,,,,,,,,
"23-18-10-95","4042-001-01",2,304,100,2014,0,1,2,2,,,,,,,,,
"84-50-65-92","4043-001-01",1,304,8,2005,0,1,2,2,,,,,,,,,
"84-50-65-92","4043-001-01",3,304,20,2005,0,1,2,2,,,,,,,,,
"08-74-51-59","4044-001-01",1,21,200,2020,200,1,3,2,,,,,,,,,
"08-74-51-59","4044-001-01",1,304,25,2010,0,1,3,2,,,,,,,,,
"08-74-51-59","4044-001-01",2,304,600,2016,200,2,,2,,,,,,,,,
"42-06-56-07","4044-001-02",1,44,6,2010,0,1,3,1,2019,12,2020,11,1,2,12,2,
"42-06-56-07","4044-001-02",1,304,20,2015,0,1,3,2,,,,,,,,,
"42-06-56-07","4044-001-02",3,60,600,2019,0,2,,1,2018,12,2020,11,1,,1500,1,5
"42-06-56-07","4044-001-02",4,304,5,2015,0,2,,2,,,,,,,,,
"42-06-56-07","4044-001-02",5,304,3,2015,0,2,,2,,,,,,,,,
"32-39-94-05","4046-001-01",1,304,62,2002,0,1,2,1,2019,12,2020,11,1,,162,2,
"83-55-87-54","4047-001-01",1,21,50,2019,50,1,2,2,,,,,,,,,
"93-25-73-37","4079-001-01",2,21,850,2020,850,1,2,1,2020,12,2020,12,1,,500,2,
"20-21-91-33","4080-001-01",1,21,1500,2020,1500,2,,2,,,,,,,,,
"96-18-51-61","4081-001-01",1,305,4,2012,0,1,2,2,,,,,,,,,
"42-26-57-76","4085-001-01",1,21,100,2019,0,1,2,1,2020,6,2020,7,1,3,300,2,
"04-41-69-29","4097-001-01",2,21,3000,2020,3000,2,,2,,,,,,,,,
"11-60-09-72","4116-001-01",1,304,3,2019,0,1,2,2,,,,,,,,,
"60-41-68-41","4119-001-03",1,303,2000,1900,0,1,1,2,,,,,,,,,
"69-13-58-82","4120-001-01",1,304,5,2015,0,2,,2,,,,,,,,,
"85-78-30-98","4120-001-03",1,304,1,2015,0,1,2,2,,,,,,,,,
"22-45-82-05","4122-001-01",1,302,250,1980,0,1,2,2,,,,,,,,,
"22-45-82-05","4122-001-01",1,303,4,1990,0,1,1,2,,,,,,,,,
"82-88-76-78","4136-001-01",1,21,1000,2018,100,2,,2,,,,,,,,,
"19-64-20-93","4137-001-01",1,21,500,2020,500,1,2,2,,,,,,,,,
"19-64-20-93","4137-001-01",1,60,10,2020,1,1,2,2,,,,,,,,,
"19-64-20-93","4137-001-01",1,303,100,1900,0,1,2,2,,,,,,,,,
"19-64-20-93","4137-001-01",2,21,200,2021,200,2,,2,,,,,,,,,
"19-64-20-93","4137-001-01",2,303,400,1900,0,1,2,2,,,,,,,,,
"19-64-20-93","4137-001-01",3,303,700,1900,0,2,,2,,,,,,,,,
"19-64-20-93","4137-001-01",4,21,1200,2019,400,1,2,1,2020,12,2021,1,1,,520,2,
"19-64-20-93","4137-001-01",4,303,10,1900,0,1,1,2,,,,,,,,,
"53-43-54-84","4137-001-06",2,21,6500,2019,0,2,,2,,,,,,,,,
"53-43-54-84","4137-001-06",3,21,6000,2018,0,2,,1,2020,1,2020,12,1,,2400,2,
"17-12-17-70","4138-001-01",1,21,8000,2018,1000,2,,1,2020,1,2020,12,1,7,6400,2,
"83-49-56-57","4139-001-01",2,21,5000,2019,2000,1,2,1,2020,1,2020,12,1,,4000,1,6
"83-49-56-57","4139-001-01",3,21,4000,2018,1500,1,2,1,2020,1,2020,12,1,,3000,1,6
"66-95-65-17","4140-001-01",2,21,1,2018,4000,2,,1,2019,6,2020,12,1,2,250,2,
"61-45-39-14","4140-001-03",2,21,1200,2019,600,1,2,2,,,,,,,,,
"45-74-24-36","4141-001-01",2,21,3000,2019,1500,2,,1,2020,12,2021,12,1,2,60,2,
"11-85-36-84","4142-001-01",2,21,3600,2019,4500,1,2,1,2020,12,2021,1,1,2,320,2,
"17-60-45-74","4154-001-01",1,46,3,2010,0,2,,1,2020,10,2021,9,1,2,52,2,
"17-60-45-74","4154-001-01",4,21,300,2020,0,2,,1,2020,10,2021,10,1,2,266,2,
"17-60-45-74","4154-001-01",5,45,1,2016,0,2,,2,,,,,,,,,
"17-60-45-74","4154-001-01",5,60,4,2019,0,2,,1,2020,10,2021,9,1,2,53,2,
"62-89-78-46","4158-001-01",1,21,11000,2018,5000,2,,1,2020,4,2020,4,1,,1500,2,
"06-97-45-52","4159-001-01",2,45,2,1900,0,2,,1,2020,11,2021,8,1,2,50,2,
"06-97-45-52","4159-001-01",2,46,7,1900,0,2,,1,2020,12,2021,1,1,2,2,2,
"06-97-45-52","4159-001-01",3,45,1,1987,0,2,,2,,,,,,,,,
"82-98-10-51","4159-001-06",2,45,12,1900,0,1,2,1,2021,9,2021,9,1,2,80,1,5
"42-45-79-76","4160-001-01",4,45,1,2011,0,2,,1,2020,10,2021,8,1,,25,2,
"75-63-76-42","4161-001-01",2,21,200,2021,200,2,,2,,,,,,,,,
"75-63-76-42","4161-001-01",2,45,1,2020,1,2,,2,,,,,,,,,
"75-63-76-42","4161-001-01",4,45,1,2012,0,2,,1,2021,7,2021,7,7,8,3,2,
"17-41-82-37","4175-001-01",1,45,4,1993,0,1,2,1,2020,11,2021,10,1,,121,2,
"30-35-93-51","4192-001-01",0,21,250,2019,0,2,,1,2020,10,2021,1,1,,330,2,
"30-35-93-51","4192-001-01",0,44,3,1997,0,2,,1,2020,12,2020,12,1,,21,2,
"30-35-93-51","4192-001-01",0,46,8,2000,0,2,,1,2020,8,2020,9,1,,25,2,
"30-35-93-51","4192-001-01",1,21,50,2019,0,2,,1,2020,11,2020,12,1,,40,2,
"30-35-93-51","4192-001-01",1,45,3,1900,0,2,,2,,,,,,,,,
"30-35-93-51","4192-001-01",3,21,22,2020,22,2,,2,,,,,,,,,
"30-35-93-51","4192-001-01",3,46,4,1900,0,2,,1,2020,12,2020,12,1,,4,2,
"98-25-88-29","4193-001-01",1,45,15,2020,12,1,2,2,,,,,,,,,
"98-25-88-29","4193-001-01",1,46,8,2018,0,1,2,2,,,,,,,,,
"01-53-37-23","4195-001-01",0,21,240,2020,240,1,2,1,2021,2,2021,2,2,,8,2,
"01-53-37-23","4195-001-01",0,34,60,2020,60,1,2,2,,,,,,,,,
"01-53-37-23","4195-001-01",0,45,6,2015,0,1,2,2,,,,,,,,,
"48-88-88-90","4196-001-01",0,44,2,2000,0,1,2,2,,,,,,,,,
"48-88-88-90","4196-001-01",0,45,15,2003,0,1,2,1,2020,9,2020,9,1,7,40,2,
"48-88-88-90","4196-001-01",0,46,25,2003,0,1,2,1,2020,9,2020,12,1,7,55,2,
"48-88-88-90","4196-001-01",1,21,500,2020,500,1,2,1,2020,7,2020,7,1,7,1020,2,
"04-91-14-70","4196-001-02",1,21,20,2020,0,1,2,1,2020,12,2020,12,1,,80,2,
"04-91-14-70","4196-001-02",1,45,3,2018,0,1,2,1,2021,1,2021,1,1,,30,2,
"25-39-51-76","4197-001-01",1,21,50,2020,50,1,2,2,,,,,,,,,
"25-39-51-76","4197-001-01",1,45,2,2016,0,2,,2,,,,,,,,,
"17-78-73-00","4198-001-01",0,45,5,2021,4,2,,1,2020,8,2020,10,1,,25,2,
"17-78-73-00","4198-001-01",1,46,12,2001,0,2,,2,,,,,,,,,
"91-79-97-08","4199-001-01",0,45,4,2010,0,1,2,1,2020,8,2020,10,2,,60,2,
"87-54-04-17","4200-001-01",0,21,10,2020,80,1,2,2,,,,,,,,,
"87-54-04-17","4200-001-01",0,46,5,1990,0,2,,2,,,,,,,,,
"62-29-18-13","4211-001-01",1,21,120,2020,15,1,2,1,2021,7,2021,10,1,,260,2,
"62-29-18-13","4211-001-01",1,44,4,1983,3,1,2,1,2021,8,2021,10,1,,80,2,
"62-29-18-13","4211-001-01",1,45,60,1983,0,1,2,1,2021,5,2021,10,1,,2580,2,
"24-61-09-85","4211-001-02",1,21,350,2020,0,1,2,1,2021,8,2021,10,1,3,420,2,
"24-61-09-85","4211-001-02",1,44,5,1986,0,1,2,1,2020,9,2020,12,1,,90,2,
"24-61-09-85","4211-001-02",1,45,25,1980,0,1,2,1,2021,1,2021,10,1,3,2900,2,
"24-61-09-85","4211-001-02",2,21,400,2020,0,1,2,1,2021,8,2021,10,1,,540,2,
"24-61-09-85","4211-001-02",2,45,38,2019,0,1,2,2,,,,,,,,,
"74-48-80-24","4211-001-03",1,44,2014,2014,0,1,2,1,2022,1,2022,1,1,,40,2,
"74-48-80-24","4211-001-03",1,46,1,2014,0,1,2,1,2021,9,2021,11,1,,10,2,
"74-48-80-24","4211-001-03",1,60,11,2020,0,1,2,1,2022,1,2022,1,1,,10,2,
"74-48-80-24","4211-001-03",2,21,100,2021,100,1,2,1,2021,9,2021,12,1,,80,2,
"45-29-72-64","4212-001-02",5,21,200,2020,70,2,,1,2021,5,2021,10,2,,183,2,
"15-03-38-51","4213-001-01",1,44,7,2017,0,2,,2,,,,,,,,,
"15-03-38-51","4213-001-01",1,45,4,2004,0,2,,1,2020,12,2021,9,1,2,120,2,
"15-03-38-51","4213-001-01",1,46,6,1900,0,2,,1,2020,9,2020,11,1,2,100,2,
"15-03-38-51","4213-001-01",2,44,11,1900,0,2,,2,,,,,,,,,
"15-03-38-51","4213-001-01",2,45,23,2018,0,2,,2,,,,,,,,,
"15-03-38-51","4213-001-01",2,46,100,2002,0,2,,1,2020,10,2021,12,1,2,650,1,5
"15-03-38-51","4213-001-01",3,21,700,2020,0,2,,1,2021,7,2021,10,1,2,500,1,2
"15-03-38-51","4213-001-01",3,44,1,1998,0,2,,2,,,,,,,,,
"15-03-38-51","4213-001-01",3,46,12,1998,0,2,,2,,,,,,,,,
"18-95-24-27","4214-001-02",1,21,40,2020,0,1,2,1,2021,8,2021,11,2,,80,2,
"18-95-24-27","4214-001-02",1,45,3,2019,0,1,2,2,,,,,,,,,
"18-95-24-27","4214-001-02",2,45,3,1900,0,1,2,1,2021,9,2021,9,1,2,4,1,5
"18-95-24-27","4214-001-02",2,46,100,1900,0,1,2,1,2020,9,2020,12,1,2,625,1,5
"87-15-08-26","4215-001-01",2,46,250,2006,0,2,,1,2020,10,2020,12,1,,3000,2,
"84-29-09-24","4216-001-01",1,45,1,2018,0,2,,2,,,,,,,,,
"10-54-43-56","4217-001-01",1,44,1,2019,0,2,,2,,,,,,,,,
"10-54-43-56","4217-001-01",1,45,7,2019,9,2,,1,2020,11,2021,10,1,2,648,2,
"10-54-43-56","4217-001-01",3,21,300,2020,0,1,2,1,2020,11,2021,10,1,2,350,2,
"10-54-43-56","4217-001-01",3,46,37,2019,0,2,,1,2020,11,2021,10,1,2,821,2,
"83-33-51-91","4232-001-01",1,53,15,2017,0,2,,2,,,,,,,,,
"15-90-91-83","4238-001-01",1,60,100,2017,0,1,2,1,2020,8,2020,10,1,,150,1,5
"80-41-93-59","4271-001-01",3,21,4000,2020,4000,2,,1,2020,7,2020,7,1,2,720,2,
"43-23-22-29","4271-001-02",3,21,10000,2020,10000,1,2,2,,,,,,,,,
"87-52-88-38","4288-001-01",1,304,50,2019,0,2,,2,,,,,,,,,
"87-52-88-38","4288-001-01",2,304,200,2020,80,2,,1,2020,11,2021,10,1,,3500,1,5
"27-81-46-11","4307-001-01",1,46,15,1990,0,1,2,2,,,,,,,,,
"27-81-46-11","4307-001-01",3,46,22,2020,22,1,2,2,,,,,,,,,
"48-26-35-36","4308-001-01",3,21,35,2020,35,1,2,2,,,,,,,,,
"48-26-35-36","4308-001-01",3,46,3,2010,0,1,2,2,,,,,,,,,
"48-26-35-36","4308-001-01",4,46,22,2019,8,1,2,2,,,,,,,,,
"48-26-35-36","4308-001-01",5,46,25,2017,20,1,2,2,,,,,,,,,
"31-91-85-56","4309-001-01",2,46,105,1900,0,2,,1,2020,10,2020,12,1,2,200,2,
"31-91-85-56","4309-001-01",3,46,420,1900,0,2,,1,2020,10,2020,12,1,2,800,2,
"29-82-56-65","4310-001-01",1,46,1,1995,0,2,,1,2020,9,2020,12,1,2,40,2,
"29-82-56-65","4310-001-01",2,21,50,2020,400,2,,1,2020,5,2021,2,1,2,400,2,
"29-82-56-65","4310-001-01",2,46,20,1999,0,2,,1,2020,9,2020,12,1,2,250,2,
"75-82-37-58","4310-001-02",1,46,40,2008,0,2,,1,2020,10,2020,12,2,,200,2,
"28-05-92-53","4310-001-04",1,46,10,1995,0,2,,2,,,,,,,,,
"28-05-92-53","4310-001-04",2,46,40,1995,0,2,,2,,,,,,,,,
"09-67-89-13","4311-001-01",1,46,79,2017,0,1,2,2,,,,,,,,,
"78-86-12-72","4311-001-04",1,46,50,2018,26,1,2,2,,,,,,,,,
"66-68-73-91","4313-001-01",1,46,110,1993,0,1,2,1,2020,10,2020,11,1,2,3600,2,
"66-68-73-91","4313-001-01",3,46,10,2018,0,2,,2,,,,,,,,,
"66-68-73-91","4313-001-01",5,45,4,1996,0,1,2,1,2020,1,2020,12,1,2,30,2,
"56-83-61-51","4326-001-01",2,21,100,2020,0,1,2,1,2021,8,2021,9,1,,80,1,6
"29-42-96-40","4328-001-01",2,54,500,2016,100,1,2,1,2021,4,2021,7,1,9,150,2,
"85-15-73-24","4330-001-02",1,304,6,1900,0,2,,2,,,,,,,,,
"11-69-06-89","4345-001-02",1,303,140,1900,0,1,1,2,,,,,,,,,
"95-89-60-91","4363-001-01",1,59,2,2012,0,1,2,2,,,,,,,,,
"95-89-60-91","4363-001-01",2,21,300,2018,50,2,,1,2020,8,2020,11,1,2,300,1,4
"95-89-60-91","4363-001-01",3,46,3,2012,0,1,2,2,,,,,,,,,
"95-89-60-91","4363-001-01",3,59,4,2003,0,1,2,2,,,,,,,,,
"95-89-60-91","4363-001-01",3,304,22,2015,7,1,2,2,,,,,,,,,
"95-89-60-91","4363-001-01",4,21,150,2019,50,2,,1,2020,8,2020,11,1,2,360,2,
"47-02-15-08","4364-001-01",2,21,50,2019,50,2,,2,,,,,,,,,
"15-35-50-03","4365-001-01",5,21,300,2018,280,2,,1,2019,8,2020,6,1,,425,1,4
"50-28-33-06","4365-001-03",2,21,160,2021,120,2,,1,2019,12,2020,11,1,,350,1,4
"50-28-33-06","4365-001-03",3,21,150,2020,80,2,,1,2019,12,2020,12,1,,250,1,4
"29-58-66-32","4365-001-05",1,304,2,2015,0,2,,2,,,,,,,,,
"94-35-43-70","4366-001-02",1,21,175,2019,175,2,,2,,,,,,,,,
"77-14-05-26","4367-001-01",2,21,230,2019,230,2,,1,2020,5,2020,6,1,,700,2,
"77-14-05-26","4367-001-01",3,21,360,2019,360,2,,1,2020,5,2020,9,1,,300,2,
"14-89-23-38","4367-001-02",1,21,4000,2019,4000,2,,1,2020,10,2020,10,1,2,1200,1,2
"14-89-23-38","4367-001-02",2,21,3500,2019,3500,2,,1,2020,9,2020,11,1,2,400,1,2
"14-89-23-38","4367-001-02",3,21,120,2020,120,2,,1,2020,9,2020,9,1,2,200,2,
"38-11-78-45","4369-001-01",3,21,600,2019,0,2,,2,,,,,,,,,
"59-35-71-82","4442-001-01",1,303,30,1900,0,1,2,2,,,,,,,,,
"81-84-58-85","4445-001-04",1,21,10000,2019,540,2,,1,2020,11,2020,12,1,2,180,2,
"25-88-33-81","4481-001-01",1,21,4000,2020,4000,2,,1,2020,11,2020,11,1,2,150,2,
"41-58-31-40","4483-001-01",1,303,2500,1900,0,1,2,1,2020,3,2020,10,9,,600,1,5
"05-19-84-16","4499-001-03",2,21,1000,2019,1000,1,2,1,2020,9,2020,12,3,5,15300,2,
