"interview__key","y5_hhid","cropid","ag7b_02","ag7b_03","ag7b_04","ag7b_05_1","ag7b_05_2","ag7b_06_1","ag7b_06_2","ag7b_07_1a","ag7b_07_1b","ag7b_07_2a","ag7b_07_2b","ag7b_08","ag7b_09","ag7b_10","ag7b_11","ag7b_12","ag7b_13","ag7b_14","ag7b_15","ag7b_16","ag7b_17","ag7b_18","ag7b_19","ag7b_20","ag7b_21"
"70-65-42-62","6306-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,60,0
"27-39-94-01","6307-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,800,0,0,0,0
"59-09-89-42","6308-001-01",21,1,800,200000,1,,1,,4,1,4,1,2,,,,,2,,,,1600,0,0,400,0
"74-65-42-85","6320-001-01",21,1,160,80000,1,2,1,2,9,2,9,2,2,,,,,2,,,,110,0,0,50,0
"53-68-21-89","6322-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,560,0,0,0,0
"07-03-57-97","6325-001-01",21,1,450,80000,1,2,1,2,9,5,3,2,2,,,,,2,,,,30,0,0,20,0
"20-56-10-12","6326-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,320,0,0,160,0
"85-15-11-19","6341-001-01",45,1,200,240000,1,,1,,9,1,9,1,2,,,,,2,,,,30,0,0,20,0
"69-68-49-17","6343-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,640,0,0,80,0
"67-02-63-50","6344-001-01",21,1,100,45000,1,,1,,9,2,3,2,2,,,,,2,,,,40,0,0,30,0
"85-35-63-16","6346-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"50-28-73-17","6358-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,140,0
"04-64-50-05","6361-001-01",21,1,450,315000,1,,1,,10,2,9,5,2,,,,,2,,,,10,0,40,0,0
"20-21-28-55","6364-001-01",21,1,480,150000,1,,1,,4,2,4,2,2,,,,,2,,,,80,0,0,160,0
"48-55-18-52","6365-001-01",21,1,50,80000,1,,1,,2,1,2,1,2,,,,,2,,,,30,0,0,20,0
"08-47-64-55","6366-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,150,0
"16-07-21-72","6368-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,560,0,0,80,0
"49-71-93-57","6378-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"96-48-89-16","6379-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,720,0,0,880,0
"27-72-20-13","6380-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,280,0,0,70,0
"27-72-20-13","6380-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"28-78-60-05","6382-001-02",21,1,70,25000,2,,2,,9,4,2,2,2,,,,,2,,,,30,0,0,0,0
"74-48-64-42","6383-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,30,0
"40-38-88-71","6384-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,210,0,0,210,0
"46-97-87-15","6396-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,60,0
"43-43-72-07","6402-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,70,0
"08-84-14-21","6416-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,345,0,0,1124,0
"44-63-23-23","6461-001-01",60,1,300,90000,1,2,1,2,2,1,2,1,2,,,,,2,,,,300,0,0,0,0
"64-41-75-29","6483-001-01",60,1,14000,1600000,1,,1,,9,1,9,1,2,,,,,2,,,,1000,0,0,0,0
"11-29-55-86","6491-001-01",21,1,4200,700000,1,2,1,2,9,3,9,3,2,,,,,2,,,,240,0,0,120,0
"63-18-65-67","6492-001-01",21,1,900,150000,1,,1,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"75-84-54-75","6492-001-04",21,1,248,50000,1,,1,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"36-33-33-86","6493-001-01",21,1,2000,400000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"96-44-09-55","6517-001-01",21,1,5600,2000000,1,,1,,4,1,4,1,2,,,,,2,,,,0,0,0,0,0
"56-34-20-75","6530-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,600,0,0,0,0
"44-89-17-70","6531-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"03-97-26-40","6540-001-07",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"07-21-55-34","6550-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,36,0,0,0,0
"07-21-55-34","6550-001-01",44,1,30,150000,1,,1,2,4,1,4,1,2,,,,,2,,,,0,0,0,0,0
"09-65-95-53","6551-001-01",44,1,248,370000,1,,1,,9,3,9,3,2,,,,,2,,,,0,0,0,0,0
"32-45-09-37","6586-001-01",21,2,,,,,,,,,,,1,400,4,2,,2,,,,80,0,0,0,0
"86-71-65-26","6591-001-01",54,1,200,800000,1,2,1,2,9,2,9,2,2,,,,,2,,,,35,0,0,0,0
"62-76-44-94","6593-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,23,0,0,0,0
"02-91-95-35","6643-001-02",998,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,30,0
"10-96-80-35","6645-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"26-99-67-44","6649-001-01",54,1,30,90000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"26-99-67-44","6649-001-01",303,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"14-03-63-51","6650-001-01",304,2,,,,,,,,,,,1,100,6,2,,2,,,,0,0,0,0,0
"51-83-22-17","6684-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,2900,0,0,1700,0
"23-72-91-94","6701-001-01",54,1,10,30000,1,2,1,2,6,1,6,1,1,100,4,2,,2,,,,0,0,0,0,0
"23-72-91-94","6701-001-01",998,1,180,30000,1,2,1,2,9,1,9,1,2,,,,,2,,,,60,0,0,90,0
"34-13-53-96","6703-001-01",998,1,90,30000,1,,1,,4,1,4,1,2,,,,,2,,,,30,0,0,0,0
"26-96-01-74","6706-001-01",54,1,20,50000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"35-74-20-29","6722-001-01",54,1,6,18000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"35-74-20-29","6722-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,10,0
"92-19-80-24","6724-001-02",54,1,200,600000,2,,2,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"92-19-80-24","6724-001-02",60,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"85-32-43-01","6725-001-01",54,1,50,100000,1,2,1,2,4,3,7,3,2,,,,,2,,,,0,0,0,0,0
"51-44-38-20","6740-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"49-49-65-83","6741-001-01",54,1,12,30000,1,,1,,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"49-49-65-83","6741-001-01",60,1,15,4200,1,,1,,2,1,1,1,2,,,,,2,,,,15,0,0,0,0
"01-42-95-74","6795-001-01",54,1,80,360000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"58-57-11-79","6799-001-01",54,1,1800,4320000,1,2,1,2,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"58-57-11-79","6799-001-01",60,1,160,180000,1,2,1,2,9,1,9,1,2,,,,,2,,,,10,0,0,10,0
"47-31-17-64","6800-001-01",21,1,70,15000,1,,1,,1,1,2,1,2,,,,,2,,,,50,0,0,0,0
"47-31-17-64","6800-001-01",54,1,8,24000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"47-31-17-64","6800-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,10,0
"47-31-17-64","6800-001-01",303,2,,,,,,,,,,,2,,,,,2,,,,3000,0,0,0,0
"88-98-92-70","6819-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"40-63-13-42","6821-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,120,0
"95-13-92-53","6834-001-01",21,1,160,90000,1,,1,,9,4,9,4,2,,,,,2,,,,10,0,0,10,0
"82-57-40-44","6836-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,160,0
"87-61-58-55","6837-001-01",21,1,200,120000,8,,8,,10,4,9,4,2,,,,,2,,,,20,0,0,30,0
"41-17-69-73","6838-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,20,0
"27-51-88-02","6840-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,0,0
"88-19-35-89","6841-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"58-38-79-07","6854-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,95,0
"42-81-48-10","6855-001-01",21,1,400,180000,2,,1,2,10,4,9,4,2,,,,,2,,,,50,0,0,0,0
"53-89-26-21","6856-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,20,0
"02-87-91-27","6858-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,210,0,0,70,0
"02-87-91-27","6858-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"02-87-91-27","6858-001-01",66,1,73,600000,1,,1,,10,3,10,3,2,,,,,2,,,,1,0,0,1,0
"47-87-67-89","6872-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,80,0
"56-38-85-25","6875-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,560,0,0,240,0
"79-80-09-61","6876-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,245,0,0,245,0
"79-80-09-61","6876-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,75,0
"79-80-09-61","6876-001-01",66,1,0,6000000,1,,1,,9,1,9,1,2,,,,,2,,,,5,0,0,5,0
"32-88-21-39","6877-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,30,0
"67-50-49-39","6878-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,0,0
"71-69-22-91","6893-001-01",21,1,100,40000,1,,1,2,9,2,9,2,2,,,,,2,,,,50,0,0,0,0
"71-82-09-06","6894-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,75,0
"01-49-07-64","6897-001-01",21,1,280,250000,1,2,1,2,2,1,3,3,2,,,,,2,,,,280,0,0,0,0
"33-02-17-44","6899-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,30,0
"25-16-88-57","6909-001-01",46,1,130,156000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"69-09-51-68","6910-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"69-09-51-68","6910-001-01",46,1,90,193500,1,2,1,2,6,1,6,1,2,,,,,2,,,,10,0,0,0,0
"38-40-83-55","6911-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"38-40-83-55","6911-001-01",46,1,90,208000,1,,1,,7,1,7,1,2,,,,,2,,,,10,0,0,0,0
"03-42-21-92","6913-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,42,0,0,0,0
"33-10-71-26","6915-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,145,0,0,35,0
"56-21-00-90","6916-001-01",46,1,7,10500,1,,1,,5,1,5,1,2,,,,,2,,,,2,0,0,0,0
"68-33-35-37","6919-001-01",46,1,240,800000,1,2,1,2,9,1,9,1,2,,,,,2,,,,50,0,0,10,0
"01-47-28-75","6928-001-01",46,1,25,30000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"06-76-01-17","6931-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"06-76-01-17","6931-001-01",46,1,270,567000,1,,1,,7,1,7,1,2,,,,,2,,,,40,0,0,0,0
"99-84-80-48","6932-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,1200,0,0,300,0
"99-84-80-48","6932-001-01",46,1,550,1320000,1,,1,2,7,2,7,2,2,,,,,2,,,,40,0,0,10,0
"25-70-77-90","6935-001-02",60,1,25,125000,1,,1,,4,1,1,1,2,,,,,2,,,,10,0,0,0,0
"63-09-67-79","6947-001-01",46,1,400,400000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"70-60-21-69","6950-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,20,0
"60-97-00-27","6950-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,480,0,0,20,0
"88-90-24-32","6951-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,135,0,0,65,0
"52-64-08-67","6952-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"46-99-43-26","6953-001-01",46,1,84,226800,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"66-44-70-23","6966-001-01",46,1,450,945000,1,,1,,7,1,7,1,2,,,,,2,,,,50,0,0,0,0
"62-22-46-87","6967-001-01",34,1,60,25000,1,2,1,2,9,1,9,1,2,,,,,2,,,,100,0,0,0,0
"62-22-46-87","6967-001-01",46,1,66,165000,1,2,1,2,5,2,5,2,2,,,,,2,,,,0,0,0,0,0
"50-56-53-18","6968-001-01",46,1,200,540000,1,2,1,2,5,1,5,1,2,,,,,2,,,,5,0,0,0,0
"43-58-35-80","6969-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,60,0,0
"43-58-35-80","6969-001-01",46,1,700,425000,1,,1,,16,1,16,1,2,,,,,2,,,,50,0,0,0,0
"15-13-25-31","6970-001-01",46,1,300,660000,5,,1,5,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"60-66-83-58","6971-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,240,0
"60-66-83-58","6971-001-01",46,1,50,85000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"65-25-95-94","6972-001-01",46,1,200,600000,1,4,1,4,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"53-85-21-06","6973-001-01",46,1,150,380000,1,2,1,2,5,1,5,1,2,,,,,2,,,,10,0,0,20,0
"35-21-67-11","6986-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,16,0,0,0,0
"35-21-67-11","6986-001-01",46,1,60,105000,1,,1,,7,2,7,2,2,,,,,1,2,4,42000,0,0,0,0,0
"64-88-79-47","6987-001-01",45,1,50,21000,1,2,1,2,16,1,16,1,2,,,,,2,,,,50,0,0,0,0
"99-49-91-34","6988-001-01",46,1,120,132000,1,7,1,7,9,3,9,3,2,,,,,2,,,,10,0,0,0,0
"87-64-23-47","6989-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,50,0
"87-64-23-47","6989-001-03",45,1,326,300000,3,,3,4,9,2,9,2,2,,,,,2,,,,109,0,0,0,0
"87-64-23-47","6989-001-03",46,1,85,212500,3,4,3,4,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"40-09-63-23","6991-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,170,0,0,30,0
"94-41-63-62","6991-001-06",46,1,350,805000,1,,1,2,7,2,7,2,2,,,,,2,,,,50,0,0,0,0
"25-50-62-80","6992-001-01",46,1,560,1120000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"43-19-97-25","6994-001-01",46,1,36,90000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"19-85-87-43","7028-001-01",304,2,,,,,,,,,,,2,,,,,2,,,,275,0,0,0,0
"45-81-24-07","7030-001-01",304,1,1000,65000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"41-71-43-39","7043-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,0,0
"09-53-61-52","7045-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"09-53-61-52","7045-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,200,0
"21-93-66-05","7045-001-03",60,1,150,20000,1,,1,,2,1,2,1,2,,,,,2,,,,100,0,0,50,0
"21-89-88-28","7085-001-01",21,1,350,120000,1,,1,,9,3,9,3,2,,,,,2,,,,50,0,0,300,0
"21-89-88-28","7085-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"78-35-45-17","7119-001-01",21,1,60,35000,1,,1,,2,1,2,1,2,,,,,2,,,,120,0,0,0,0
"13-52-97-31","7143-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"82-99-49-70","7157-001-01",21,2,,,,,,,,,,,1,60,4,2,,2,,,,300,0,0,0,0
"48-98-09-92","7159-001-01",21,1,420,210000,1,3,1,3,5,1,5,1,2,,,,,2,,,,120,0,0,0,0
"45-44-01-96","7166-001-01",21,1,60,40000,1,2,2,,9,1,9,1,1,60,4,2,,2,,,,60,0,0,60,0
"77-00-39-76","7195-001-01",54,1,160,480000,1,,1,,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"00-59-89-48","7198-001-01",54,1,3800,12400000,1,2,1,2,6,3,6,3,2,,,,,2,,,,0,0,0,0,0
"82-43-40-06","7214-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,50,0
"34-57-40-28","7215-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"94-63-12-26","7217-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,7098,0,0,0,0
"55-07-80-34","7219-001-01",55,1,2000,640000,1,,1,,12,1,12,1,2,,,,,2,,,,400,0,0,0,0
"55-07-80-34","7219-001-01",60,1,150,70000,1,,1,,3,1,2,1,2,,,,,2,,,,60,0,0,40,0
"92-02-31-70","7220-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,6,8,0
"03-88-81-18","7233-001-02",54,1,10,40000,2,,2,,4,2,4,2,2,,,,,2,,,,0,0,0,0,0
"18-17-32-42","7235-001-01",304,1,4000,200000,1,2,1,2,9,4,9,4,2,,,,,2,,,,0,0,0,0,0
"18-17-32-42","7235-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,0,0
"12-90-93-31","7237-001-01",304,1,200,50000,1,4,1,4,4,2,4,2,2,,,,,2,,,,0,0,0,0,0
"41-63-57-78","7238-001-01",304,1,15000,150000,1,2,1,2,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"66-77-07-59","7252-001-01",54,1,1500,450000,1,,1,21,6,2,6,2,2,,,,,2,,,,0,0,0,0,0
"35-55-15-71","7252-001-09",54,1,60,204000,1,,1,2,9,2,9,2,1,40,4,2,,2,,,,0,0,0,0,0
"00-28-92-71","7252-001-13",54,1,50,150000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"23-03-77-96","7253-001-01",54,1,395,1185000,1,2,1,2,6,1,6,1,2,,,,,2,,,,5,0,0,0,0
"89-93-63-09","7254-001-02",54,1,110,374000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"52-66-54-87","7255-001-02",54,1,150,450000,1,2,1,2,9,3,9,3,1,48,4,2,,2,,,,2,0,0,0,0
"27-28-31-48","7256-001-01",54,1,25,30000,1,2,1,2,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"15-61-79-53","7257-001-01",54,1,15,48000,1,,1,2,7,2,7,2,2,,,,,2,,,,0,0,0,0,0
"49-28-25-58","7258-001-01",54,1,490,1715000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"70-90-36-85","7277-001-01",303,2,,,,,,,,,,,1,30,1,2,,2,,,,350,0,0,0,0
"42-92-22-90","7327-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"26-24-63-12","7338-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,60,0
"02-14-73-11","7338-001-04",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,400,0
"30-25-85-65","7346-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,320,0,0,80,0
"34-59-88-06","7357-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,21,0,0,0,0
"61-62-58-05","7365-001-01",21,1,70,60000,1,,1,,9,1,3,2,2,,,,,2,,,,10,0,0,0,0
"11-89-03-91","7366-001-01",21,1,720,50000,1,,1,,9,3,1,1,2,,,,,2,,,,50,0,0,30,0
"11-89-03-91","7366-001-01",45,1,560,450000,1,,1,,9,2,1,2,2,,,,,2,,,,35,0,0,35,0
"20-57-15-03","7367-001-01",21,1,80,50000,2,,2,,9,4,9,4,2,,,,,2,,,,10,0,0,10,0
"35-07-68-11","7368-001-01",21,1,320,280000,1,2,1,2,9,2,3,1,2,,,,,2,,,,60,0,0,20,0
"10-69-14-06","7370-001-01",21,1,100,80000,1,,1,,10,4,9,4,2,,,,,2,,,,20,0,0,30,0
"97-61-41-01","7403-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,220,0,0,20,0
"42-34-84-46","7442-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,70,0,10,20,0
"69-36-57-37","7468-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,90,0
"49-77-34-97","7482-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,100,0
"86-24-82-75","7596-001-01",21,1,700,400000,1,,1,,9,5,9,5,2,,,,,2,,,,110,0,0,30,0
"98-74-97-82","7616-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,20,0
"14-19-96-87","7623-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,80,0
"72-11-98-01","7650-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"44-04-92-35","7651-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"62-17-78-36","7653-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"38-38-42-78","7655-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,5,0
"38-38-42-78","7655-001-01",56,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,4,0
"73-28-16-65","7692-001-01",21,1,1000,750000,1,,1,,9,2,9,2,2,,,,,2,,,,400,0,0,100,0
"73-28-16-65","7692-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"73-28-16-65","7692-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"43-93-30-83","7709-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"43-93-30-83","7709-001-01",60,1,200,150000,1,,1,,9,1,3,1,2,,,,,2,,,,60,0,0,90,0
"08-11-59-49","7711-001-01",21,1,450,300000,1,2,1,2,9,3,9,3,2,,,,,2,,,,45,0,0,5,0
"81-04-14-29","7751-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,36,0,0,9,0
"96-06-39-80","7764-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"66-99-05-82","7770-001-01",21,2,,,,,,,,,,,1,30,4,2,,2,,,,90,0,0,0,0
"66-99-05-82","7770-001-01",46,1,400,600000,1,4,1,4,6,1,6,1,2,,,,,2,,,,50,0,0,0,0
"11-76-93-90","7771-001-01",46,1,140,350000,1,,1,,7,1,7,1,2,,,,,2,,,,20,0,0,0,0
"93-67-00-46","7771-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"64-51-13-87","7784-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,360,0,0,120,0
"64-51-13-87","7784-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"64-51-13-87","7784-001-01",46,1,1840,1840000,1,2,1,2,9,1,9,1,2,,,,,2,,,,50,0,60,50,0
"94-73-38-05","7785-001-01",46,1,200,480000,1,,1,,7,1,7,1,2,,,,,2,,,,30,0,0,0,0
"37-79-76-00","7789-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"37-79-76-00","7789-001-02",46,1,50,105000,2,,2,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"16-12-93-02","7790-001-02",21,1,240,40000,2,3,2,3,9,2,9,2,2,,,,,2,,,,465,0,0,165,0
"16-12-93-02","7790-001-02",45,2,,,,,,,,,,,2,,,,,2,,,,430,0,0,220,0
"16-12-93-02","7790-001-02",46,1,270,621000,2,3,2,3,7,1,7,1,2,,,,,2,,,,8,0,0,0,0
"40-64-10-34","7802-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"17-90-17-26","7804-001-01",46,1,900,1738000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"60-23-57-07","7805-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,170,0,0,30,0
"60-23-57-07","7805-001-01",46,1,380,836000,1,,1,,7,1,7,1,2,,,,,2,,,,20,0,0,0,0
"17-34-94-88","7806-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,245,0,0,0,0
"17-34-94-88","7806-001-01",46,1,90,225000,1,,1,,5,1,5,1,2,,,,,1,2,2,45000,0,0,0,0,0
"81-48-53-17","7806-001-02",46,1,10,10000,1,2,1,2,3,1,3,1,2,,,,,2,,,,10,0,0,0,0
"95-48-94-61","7808-001-01",21,1,200,80000,1,2,1,2,9,1,9,1,2,,,,,2,,,,200,0,0,0,0
"95-48-94-61","7808-001-01",46,1,270,459000,1,2,1,2,6,1,6,1,2,,,,,2,,,,15,0,0,30,0
"95-48-94-61","7808-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"16-78-00-15","7809-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,218,0,0,22,0
"16-78-00-15","7809-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"16-78-00-15","7809-001-01",46,1,790,1698500,1,2,1,2,5,1,5,1,1,110,4,2,,2,,,,0,0,0,0,0
"33-34-92-88","7811-001-01",46,1,360,528000,1,2,1,2,7,1,7,1,2,,,,,2,,,,5,0,0,5,0
"74-19-50-75","7821-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,65,0,0,15,0
"74-19-50-75","7821-001-01",45,1,74,75000,1,,1,,9,2,9,2,2,,,,,2,,,,32,0,0,12,0
"74-19-50-75","7821-001-01",46,1,170,425000,1,,1,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"05-58-61-24","7821-001-02",46,1,70,140000,1,,1,,7,1,7,1,1,2,4,2,,2,,,,28,0,0,0,0
"16-78-25-51","7822-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,155,0,0,25,0
"16-78-25-51","7822-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,36,0,0,4,0
"95-78-69-01","7823-001-02",45,1,50,30000,1,2,1,2,2,1,4,1,2,,,,,2,,,,50,0,0,50,0
"63-30-99-24","7824-001-01",46,1,211,357000,1,,1,,7,1,7,1,2,,,,,2,,,,20,0,0,0,0
"19-13-36-44","7826-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"19-13-36-44","7826-001-02",46,2,,,,,,,,,,,2,,,,,2,,,,9,0,0,0,0
"11-01-62-71","7826-001-04",21,1,200,80000,1,2,1,2,9,1,9,1,2,,,,,2,,,,70,0,0,30,0
"11-01-62-71","7826-001-04",45,2,,,,,,,,,,,2,,,,,2,,,,65,0,0,10,0
"19-76-47-95","7827-001-01",46,1,316,700000,1,2,1,2,5,1,5,1,2,,,,,2,,,,10,0,0,10,0
"18-60-12-92","7827-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
