"interview__key","y5_hhid","productid","lf08_01","lf08_02","lf08_03_1","lf08_03_2","lf08_04","lf08_05_1","lf08_05_2","lf08_06","lf08_07_a","lf08_07_c","lf08_08_1","lf08_08_2"
"76-73-73-60","8320-001-02",1,,,,,,,,,,,,
"76-73-73-60","8320-001-02",2,,,,,,,,,,,,
"76-73-73-60","8320-001-02",3,,,,,,,,,,,,
"57-94-17-98","8321-001-03",1,,,,,,,,,,,,
"57-94-17-98","8321-001-03",2,,,,,,,,,,,,
"57-94-17-98","8321-001-03",3,,,,,,,,,,,,
"61-12-23-64","8323-001-01",1,,,,,,,,,,,,
"61-12-23-64","8323-001-01",2,,,,,,,,,,,,
"61-12-23-64","8323-001-01",3,,,,,,,,,,,,
"99-80-42-77","8334-001-01",1,1,3,12,3,2,,,,,,,
"99-80-42-77","8334-001-01",2,2,,,,,,,,,,,
"99-80-42-77","8334-001-01",3,2,,,,,,,,,,,
"97-55-57-28","8335-001-01",1,,,,,,,,,,,,
"97-55-57-28","8335-001-01",2,,,,,,,,,,,,
"97-55-57-28","8335-001-01",3,,,,,,,,,,,,
"78-23-24-87","8336-001-02",1,,,,,,,,,,,,
"78-23-24-87","8336-001-02",2,,,,,,,,,,,,
"78-23-24-87","8336-001-02",3,,,,,,,,,,,,
"06-62-00-95","8337-001-01",1,,,,,,,,,,,,
"06-62-00-95","8337-001-01",2,,,,,,,,,,,,
"06-62-00-95","8337-001-01",3,,,,,,,,,,,,
"28-61-87-70","8338-001-01",1,1,1,12,3,2,,,,,,,
"28-61-87-70","8338-001-01",2,2,,,,,,,,,,,
"28-61-87-70","8338-001-01",3,2,,,,,,,,,,,
"22-74-35-70","8338-001-03",1,2,,,,,,,,,,,
"22-74-35-70","8338-001-03",2,2,,,,,,,,,,,
"22-74-35-70","8338-001-03",3,2,,,,,,,,,,,
"11-35-47-33","8339-001-01",1,1,2,20,3,2,,,,,,,
"11-35-47-33","8339-001-01",2,2,,,,,,,,,,,
"11-35-47-33","8339-001-01",3,2,,,,,,,,,,,
"49-43-24-27","8340-001-01",1,2,,,,,,,,,,,
"49-43-24-27","8340-001-01",2,2,,,,,,,,,,,
"49-43-24-27","8340-001-01",3,2,,,,,,,,,,,
"07-03-03-32","8341-001-01",1,2,,,,,,,,,,,
"07-03-03-32","8341-001-01",2,1,2,60,1,1,60,1,600000,6,1,1,5
"07-03-03-32","8341-001-01",3,2,,,,,,,,,,,
"13-18-37-56","8353-001-01",1,1,5,68,2,2,,,,,,,
"13-18-37-56","8353-001-01",2,2,,,,,,,,,,,
"13-18-37-56","8353-001-01",3,2,,,,,,,,,,,
"59-42-27-78","8354-001-01",1,1,6,15,3,2,,,,,,,
"59-42-27-78","8354-001-01",2,2,,,,,,,,,,,
"59-42-27-78","8354-001-01",3,2,,,,,,,,,,,
"12-37-16-45","8354-001-04",1,,,,,,,,,,,,
"12-37-16-45","8354-001-04",2,,,,,,,,,,,,
"12-37-16-45","8354-001-04",3,,,,,,,,,,,,
"93-83-30-35","8355-001-02",1,1,2,15,3,2,,,,,,,
"93-83-30-35","8355-001-02",2,2,,,,,,,,,,,
"93-83-30-35","8355-001-02",3,2,,,,,,,,,,,
"28-76-39-68","8355-001-03",1,1,6,17,3,2,,,,,,,
"28-76-39-68","8355-001-03",2,2,,,,,,,,,,,
"28-76-39-68","8355-001-03",3,2,,,,,,,,,,,
"09-59-03-96","8356-001-01",1,2,,,,,,,,,,,
"09-59-03-96","8356-001-01",2,2,,,,,,,,,,,
"09-59-03-96","8356-001-01",3,2,,,,,,,,,,,
"18-29-59-27","8356-001-03",1,2,,,,,,,,,,,
"18-29-59-27","8356-001-03",2,2,,,,,,,,,,,
"18-29-59-27","8356-001-03",3,2,,,,,,,,,,,
"53-32-03-53","8356-001-07",1,1,7,13,3,2,,,,,,,
"53-32-03-53","8356-001-07",2,2,,,,,,,,,,,
"53-32-03-53","8356-001-07",3,1,1,3,2,2,,,,,,,
"03-68-90-99","8357-001-01",1,1,4,15,3,2,,,,,,,
"03-68-90-99","8357-001-01",2,2,,,,,,,,,,,
"03-68-90-99","8357-001-01",3,2,,,,,,,,,,,
"82-27-98-91","8357-001-04",1,1,3,15,3,2,,,,,,,
"82-27-98-91","8357-001-04",2,2,,,,,,,,,,,
"82-27-98-91","8357-001-04",3,2,,,,,,,,,,,
"40-81-26-44","8358-001-01",1,1,3,12,3,2,,,,,,,
"40-81-26-44","8358-001-01",2,2,,,,,,,,,,,
"40-81-26-44","8358-001-01",3,2,,,,,,,,,,,
"07-04-49-79","8359-001-01",1,2,,,,,,,,,,,
"07-04-49-79","8359-001-01",2,2,,,,,,,,,,,
"07-04-49-79","8359-001-01",3,2,,,,,,,,,,,
"31-67-78-91","8360-001-01",1,1,3,75,3,2,,,,,,,
"31-67-78-91","8360-001-01",2,2,,,,,,,,,,,
"31-67-78-91","8360-001-01",3,2,,,,,,,,,,,
"89-41-43-05","8372-001-01",1,,,,,,,,,,,,
"89-41-43-05","8372-001-01",2,,,,,,,,,,,,
"89-41-43-05","8372-001-01",3,,,,,,,,,,,,
"09-25-40-39","8372-001-05",1,2,,,,,,,,,,,
"09-25-40-39","8372-001-05",2,2,,,,,,,,,,,
"09-25-40-39","8372-001-05",3,2,,,,,,,,,,,
"77-59-31-63","8372-001-30",1,1,2,13,3,2,,,,,,,
"77-59-31-63","8372-001-30",2,2,,,,,,,,,,,
"77-59-31-63","8372-001-30",3,2,,,,,,,,,,,
"12-62-25-26","8373-001-01",1,1,2,24,3,2,,,,,,,
"12-62-25-26","8373-001-01",2,2,,,,,,,,,,,
"12-62-25-26","8373-001-01",3,2,,,,,,,,,,,
"42-62-13-40","8373-001-05",1,,,,,,,,,,,,
"42-62-13-40","8373-001-05",2,,,,,,,,,,,,
"42-62-13-40","8373-001-05",3,,,,,,,,,,,,
"89-62-22-13","8374-001-01",1,1,2,40,3,1,15,3,4500,5,2,2,
"89-62-22-13","8374-001-01",2,2,,,,,,,,,,,
"89-62-22-13","8374-001-01",3,1,2,3,2,2,,,,,,,
"13-70-69-59","8375-001-01",1,1,5,12,3,2,,,,,,,
"13-70-69-59","8375-001-01",2,2,,,,,,,,,,,
"13-70-69-59","8375-001-01",3,2,,,,,,,,,,,
"02-43-32-06","8376-001-01",1,2,,,,,,,,,,,
"02-43-32-06","8376-001-01",2,2,,,,,,,,,,,
"02-43-32-06","8376-001-01",3,2,,,,,,,,,,,
"37-71-21-50","8377-001-01",1,1,4,24,3,2,,,,,,,
"37-71-21-50","8377-001-01",2,2,,,,,,,,,,,
"37-71-21-50","8377-001-01",3,1,2,2,3,2,,,,,,,
"90-31-32-29","8377-001-03",1,1,3,40,3,2,,,,,,,
"90-31-32-29","8377-001-03",2,2,,,,,,,,,,,
"90-31-32-29","8377-001-03",3,2,,,,,,,,,,,
"42-29-84-54","8378-001-01",1,1,3,17,3,2,,,,,,,
"42-29-84-54","8378-001-01",2,2,,,,,,,,,,,
"42-29-84-54","8378-001-01",3,2,,,,,,,,,,,
"41-09-02-20","8378-001-06",1,,,,,,,,,,,,
"41-09-02-20","8378-001-06",2,,,,,,,,,,,,
"41-09-02-20","8378-001-06",3,,,,,,,,,,,,
"86-36-77-81","8379-001-01",1,,,,,,,,,,,,
"86-36-77-81","8379-001-01",2,,,,,,,,,,,,
"86-36-77-81","8379-001-01",3,,,,,,,,,,,,
"71-62-11-03","8391-001-03",1,1,4,10,3,2,,,,,,,
"71-62-11-03","8391-001-03",2,2,,,,,,,,,,,
"71-62-11-03","8391-001-03",3,2,,,,,,,,,,,
"27-25-01-27","8392-001-01",1,1,3,30,3,2,,,,,,,
"27-25-01-27","8392-001-01",2,2,,,,,,,,,,,
"27-25-01-27","8392-001-01",3,2,,,,,,,,,,,
"30-99-27-27","8393-001-01",1,1,3,36,2,2,,,,,,,
"30-99-27-27","8393-001-01",2,2,,,,,,,,,,,
"30-99-27-27","8393-001-01",3,2,,,,,,,,,,,
"82-29-94-45","8394-001-01",1,1,1,10,3,2,,,,,,,
"82-29-94-45","8394-001-01",2,2,,,,,,,,,,,
"82-29-94-45","8394-001-01",3,1,1,1,3,2,,,,,,,
"02-89-25-52","8395-001-01",1,2,,,,,,,,,,,
"02-89-25-52","8395-001-01",2,2,,,,,,,,,,,
"02-89-25-52","8395-001-01",3,2,,,,,,,,,,,
"75-47-35-57","8395-001-02",1,,,,,,,,,,,,
"75-47-35-57","8395-001-02",2,,,,,,,,,,,,
"75-47-35-57","8395-001-02",3,,,,,,,,,,,,
"14-29-33-67","8396-001-01",1,,,,,,,,,,,,
"14-29-33-67","8396-001-01",2,,,,,,,,,,,,
"14-29-33-67","8396-001-01",3,,,,,,,,,,,,
"16-88-13-92","8398-001-01",1,1,3,40,3,2,,,,,,,
"16-88-13-92","8398-001-01",2,2,,,,,,,,,,,
"16-88-13-92","8398-001-01",3,2,,,,,,,,,,,
"63-66-15-52","8410-001-01",1,1,4,20,3,2,,,,,,,
"63-66-15-52","8410-001-01",2,2,,,,,,,,,,,
"63-66-15-52","8410-001-01",3,2,,,,,,,,,,,
"35-76-92-32","8411-001-01",1,2,,,,,,,,,,,
"35-76-92-32","8411-001-01",2,2,,,,,,,,,,,
"35-76-92-32","8411-001-01",3,2,,,,,,,,,,,
"08-37-96-26","8412-001-01",1,1,2,8,3,2,,,,,,,
"08-37-96-26","8412-001-01",2,2,,,,,,,,,,,
"08-37-96-26","8412-001-01",3,2,,,,,,,,,,,
"29-90-85-15","8412-001-02",1,,,,,,,,,,,,
"29-90-85-15","8412-001-02",2,,,,,,,,,,,,
"29-90-85-15","8412-001-02",3,,,,,,,,,,,,
"29-28-77-93","8413-001-01",1,1,3,12,3,2,,,,,,,
"29-28-77-93","8413-001-01",2,2,,,,,,,,,,,
"29-28-77-93","8413-001-01",3,2,,,,,,,,,,,
"53-65-94-75","8414-001-01",1,1,6,12,3,2,,,,,,,
"53-65-94-75","8414-001-01",2,2,,,,,,,,,,,
"53-65-94-75","8414-001-01",3,2,,,,,,,,,,,
"42-07-57-40","8414-001-03",1,1,5,17,3,2,,,,,,,
"42-07-57-40","8414-001-03",2,2,,,,,,,,,,,
"42-07-57-40","8414-001-03",3,2,,,,,,,,,,,
"03-58-06-43","8415-001-01",1,1,3,14,3,2,,,,,,,
"03-58-06-43","8415-001-01",2,2,,,,,,,,,,,
"03-58-06-43","8415-001-01",3,2,,,,,,,,,,,
"37-60-80-09","8415-001-03",1,1,4,10,3,2,,,,,,,
"37-60-80-09","8415-001-03",2,2,,,,,,,,,,,
"37-60-80-09","8415-001-03",3,2,,,,,,,,,,,
"33-83-90-34","8416-001-01",1,2,,,,,,,,,,,
"33-83-90-34","8416-001-01",2,2,,,,,,,,,,,
"33-83-90-34","8416-001-01",3,2,,,,,,,,,,,
"22-94-41-88","8416-001-03",1,1,4,11,3,2,,,,,,,
"22-94-41-88","8416-001-03",2,2,,,,,,,,,,,
"22-94-41-88","8416-001-03",3,1,2,1,3,2,,,,,,,
"81-60-85-71","8417-001-01",1,1,4,18,3,2,,,,,,,
"81-60-85-71","8417-001-01",2,2,,,,,,,,,,,
"81-60-85-71","8417-001-01",3,2,,,,,,,,,,,
"78-17-26-87","8417-001-05",1,,,,,,,,,,,,
"78-17-26-87","8417-001-05",2,,,,,,,,,,,,
"78-17-26-87","8417-001-05",3,,,,,,,,,,,,
"68-36-25-83","8429-001-01",1,1,3,10,2,2,,,,,,,
"68-36-25-83","8429-001-01",2,2,,,,,,,,,,,
"68-36-25-83","8429-001-01",3,2,,,,,,,,,,,
"88-30-56-52","8430-001-02",1,2,,,,,,,,,,,
"88-30-56-52","8430-001-02",2,2,,,,,,,,,,,
"88-30-56-52","8430-001-02",3,2,,,,,,,,,,,
"02-94-58-75","8430-001-04",1,,,,,,,,,,,,
"02-94-58-75","8430-001-04",2,,,,,,,,,,,,
"02-94-58-75","8430-001-04",3,,,,,,,,,,,,
"55-28-78-70","8430-001-05",1,1,3,10,3,2,,,,,,,
"55-28-78-70","8430-001-05",2,2,,,,,,,,,,,
"55-28-78-70","8430-001-05",3,2,,,,,,,,,,,
"05-26-99-66","8431-001-01",1,1,2,30,3,2,,,,,,,
"05-26-99-66","8431-001-01",2,2,,,,,,,,,,,
"05-26-99-66","8431-001-01",3,2,,,,,,,,,,,
"53-79-41-88","8432-001-01",1,,,,,,,,,,,,
"53-79-41-88","8432-001-01",2,,,,,,,,,,,,
"53-79-41-88","8432-001-01",3,,,,,,,,,,,,
"97-93-89-27","8432-001-04",1,,,,,,,,,,,,
"97-93-89-27","8432-001-04",2,,,,,,,,,,,,
"97-93-89-27","8432-001-04",3,,,,,,,,,,,,
"51-76-89-73","8433-001-01",1,,,,,,,,,,,,
"51-76-89-73","8433-001-01",2,,,,,,,,,,,,
"51-76-89-73","8433-001-01",3,,,,,,,,,,,,
"54-84-39-33","8434-001-01",1,1,2,6,3,2,,,,,,,
"54-84-39-33","8434-001-01",2,2,,,,,,,,,,,
"54-84-39-33","8434-001-01",3,2,,,,,,,,,,,
"23-84-39-38","8434-001-03",1,,,,,,,,,,,,
"23-84-39-38","8434-001-03",2,,,,,,,,,,,,
"23-84-39-38","8434-001-03",3,,,,,,,,,,,,
"09-35-15-01","8435-001-01",1,1,3,30,3,2,,,,,,,
"09-35-15-01","8435-001-01",2,2,,,,,,,,,,,
"09-35-15-01","8435-001-01",3,2,,,,,,,,,,,
"56-11-57-35","8436-001-01",1,1,2,24,3,2,,,,,,,
"56-11-57-35","8436-001-01",2,2,,,,,,,,,,,
"56-11-57-35","8436-001-01",3,2,,,,,,,,,,,
"09-69-32-29","8448-001-01",1,2,,,,,,,,,,,
"09-69-32-29","8448-001-01",2,2,,,,,,,,,,,
"09-69-32-29","8448-001-01",3,2,,,,,,,,,,,
"85-90-69-26","8448-001-05",1,1,3,12,3,2,,,,,,,
"85-90-69-26","8448-001-05",2,2,,,,,,,,,,,
"85-90-69-26","8448-001-05",3,2,,,,,,,,,,,
"08-15-79-09","8449-001-01",1,1,2,15,2,2,,,,,,,
"08-15-79-09","8449-001-01",2,2,,,,,,,,,,,
"08-15-79-09","8449-001-01",3,2,,,,,,,,,,,
"59-10-88-39","8450-001-01",1,2,,,,,,,,,,,
"59-10-88-39","8450-001-01",2,2,,,,,,,,,,,
"59-10-88-39","8450-001-01",3,2,,,,,,,,,,,
"17-48-94-57","8451-001-02",1,1,2,15,3,2,,,,,,,
"17-48-94-57","8451-001-02",2,2,,,,,,,,,,,
"17-48-94-57","8451-001-02",3,2,,,,,,,,,,,
"94-34-92-18","8452-001-01",1,1,2,12,3,2,,,,,,,
"94-34-92-18","8452-001-01",2,2,,,,,,,,,,,
"94-34-92-18","8452-001-01",3,2,,,,,,,,,,,
"83-21-82-37","8452-001-03",1,,,,,,,,,,,,
"83-21-82-37","8452-001-03",2,,,,,,,,,,,,
"83-21-82-37","8452-001-03",3,,,,,,,,,,,,
"28-52-02-76","8453-001-01",1,1,2,8,3,2,,,,,,,
"28-52-02-76","8453-001-01",2,2,,,,,,,,,,,
"28-52-02-76","8453-001-01",3,2,,,,,,,,,,,
"94-38-37-26","8454-001-01",1,1,3,120,3,2,,,,,,,
"94-38-37-26","8454-001-01",2,2,,,,,,,,,,,
"94-38-37-26","8454-001-01",3,2,,,,,,,,,,,
"22-92-19-14","8454-001-03",1,2,,,,,,,,,,,
"22-92-19-14","8454-001-03",2,2,,,,,,,,,,,
"22-92-19-14","8454-001-03",3,1,1,1,3,2,,,,,,,
"86-55-14-57","8454-001-07",1,1,3,50,3,2,,,,,,,
"86-55-14-57","8454-001-07",2,2,,,,,,,,,,,
"86-55-14-57","8454-001-07",3,2,,,,,,,,,,,
"20-16-02-24","8455-001-02",1,1,6,18,3,2,,,,,,,
"20-16-02-24","8455-001-02",2,2,,,,,,,,,,,
"20-16-02-24","8455-001-02",3,2,,,,,,,,,,,
"88-25-16-76","8467-001-01",1,,,,,,,,,,,,
"88-25-16-76","8467-001-01",2,,,,,,,,,,,,
"88-25-16-76","8467-001-01",3,,,,,,,,,,,,
"63-41-60-75","8468-001-01",1,1,4,11,3,2,,,,,,,
"63-41-60-75","8468-001-01",2,2,,,,,,,,,,,
"63-41-60-75","8468-001-01",3,2,,,,,,,,,,,
"67-07-55-14","8468-001-03",1,,,,,,,,,,,,
"67-07-55-14","8468-001-03",2,,,,,,,,,,,,
"67-07-55-14","8468-001-03",3,,,,,,,,,,,,
"82-41-10-87","8470-001-01",1,1,5,14,3,1,7,3,350000,16,1,2,
"82-41-10-87","8470-001-01",2,2,,,,,,,,,,,
"82-41-10-87","8470-001-01",3,2,,,,,,,,,,,
"29-67-07-14","8470-001-03",1,,,,,,,,,,,,
"29-67-07-14","8470-001-03",2,,,,,,,,,,,,
"29-67-07-14","8470-001-03",3,,,,,,,,,,,,
"01-65-53-72","8471-001-01",1,1,3,30,3,2,,,,,,,
"01-65-53-72","8471-001-01",2,2,,,,,,,,,,,
"01-65-53-72","8471-001-01",3,2,,,,,,,,,,,
"26-59-11-80","8472-001-01",1,1,2,8,3,2,,,,,,,
"26-59-11-80","8472-001-01",2,2,,,,,,,,,,,
"26-59-11-80","8472-001-01",3,2,,,,,,,,,,,
"27-44-06-25","8474-001-01",1,1,4,15,3,2,,,,,,,
"27-44-06-25","8474-001-01",2,2,,,,,,,,,,,
"27-44-06-25","8474-001-01",3,2,,,,,,,,,,,
"33-54-58-87","8476-001-02",1,1,3,15,3,2,,,,,,,
"33-54-58-87","8476-001-02",2,2,,,,,,,,,,,
"33-54-58-87","8476-001-02",3,2,,,,,,,,,,,
"41-48-65-38","8477-001-01",1,,,,,,,,,,,,
"41-48-65-38","8477-001-01",2,,,,,,,,,,,,
"41-48-65-38","8477-001-01",3,,,,,,,,,,,,
"42-27-57-10","8486-001-01",1,1,4,8,3,2,,,,,,,
"42-27-57-10","8486-001-01",2,2,,,,,,,,,,,
"42-27-57-10","8486-001-01",3,2,,,,,,,,,,,
"57-70-35-25","8487-001-01",1,2,,,,,,,,,,,
"57-70-35-25","8487-001-01",2,2,,,,,,,,,,,
"57-70-35-25","8487-001-01",3,2,,,,,,,,,,,
"17-10-15-11","8487-001-03",1,1,7,10,3,2,,,,,,,
"17-10-15-11","8487-001-03",2,2,,,,,,,,,,,
"17-10-15-11","8487-001-03",3,2,,,,,,,,,,,
"31-29-40-31","8487-001-04",1,,,,,,,,,,,,
"31-29-40-31","8487-001-04",2,,,,,,,,,,,,
"31-29-40-31","8487-001-04",3,,,,,,,,,,,,
"24-66-81-38","8487-001-05",1,1,4,10,3,2,,,,,,,
"24-66-81-38","8487-001-05",2,2,,,,,,,,,,,
"24-66-81-38","8487-001-05",3,2,,,,,,,,,,,
"02-08-79-27","8487-001-13",1,1,4,10,3,2,,,,,,,
"02-08-79-27","8487-001-13",2,2,,,,,,,,,,,
"02-08-79-27","8487-001-13",3,2,,,,,,,,,,,
"71-16-15-44","8488-001-01",1,2,,,,,,,,,,,
"71-16-15-44","8488-001-01",2,2,,,,,,,,,,,
"71-16-15-44","8488-001-01",3,2,,,,,,,,,,,
"01-22-64-73","8488-001-03",1,,,,,,,,,,,,
"01-22-64-73","8488-001-03",2,,,,,,,,,,,,
"01-22-64-73","8488-001-03",3,,,,,,,,,,,,
"46-76-91-04","8489-001-02",1,1,3,12,3,2,,,,,,,
"46-76-91-04","8489-001-02",2,2,,,,,,,,,,,
"46-76-91-04","8489-001-02",3,2,,,,,,,,,,,
"61-07-71-06","8490-001-01",1,2,,,,,,,,,,,
"61-07-71-06","8490-001-01",2,2,,,,,,,,,,,
"61-07-71-06","8490-001-01",3,2,,,,,,,,,,,
"54-46-16-23","8490-001-03",1,,,,,,,,,,,,
"54-46-16-23","8490-001-03",2,,,,,,,,,,,,
"54-46-16-23","8490-001-03",3,,,,,,,,,,,,
"67-77-05-68","8490-001-07",1,1,3,12,3,2,,,,,,,
"67-77-05-68","8490-001-07",2,2,,,,,,,,,,,
"67-77-05-68","8490-001-07",3,2,,,,,,,,,,,
"43-16-93-38","8491-001-01",1,1,3,39,3,2,,,,,,,
"43-16-93-38","8491-001-01",2,2,,,,,,,,,,,
"43-16-93-38","8491-001-01",3,2,,,,,,,,,,,
"25-13-85-26","8492-001-01",1,,,,,,,,,,,,
"25-13-85-26","8492-001-01",2,,,,,,,,,,,,
"25-13-85-26","8492-001-01",3,,,,,,,,,,,,
"20-95-20-08","8492-001-05",1,1,2,20,3,2,,,,,,,
"20-95-20-08","8492-001-05",2,2,,,,,,,,,,,
"20-95-20-08","8492-001-05",3,2,,,,,,,,,,,
"57-30-46-03","8493-001-01",1,2,,,,,,,,,,,
"57-30-46-03","8493-001-01",2,2,,,,,,,,,,,
"57-30-46-03","8493-001-01",3,2,,,,,,,,,,,
"89-21-61-71","8493-001-03",1,,,,,,,,,,,,
"89-21-61-71","8493-001-03",2,,,,,,,,,,,,
"89-21-61-71","8493-001-03",3,,,,,,,,,,,,
"06-25-32-85","8493-001-05",1,,,,,,,,,,,,
"06-25-32-85","8493-001-05",2,,,,,,,,,,,,
"06-25-32-85","8493-001-05",3,,,,,,,,,,,,
"48-32-46-83","8505-001-01",1,1,10,15,3,2,,,,,,,
"48-32-46-83","8505-001-01",2,2,,,,,,,,,,,
"48-32-46-83","8505-001-01",3,2,,,,,,,,,,,
"32-24-12-22","8506-001-01",1,2,,,,,,,,,,,
"32-24-12-22","8506-001-01",2,2,,,,,,,,,,,
"32-24-12-22","8506-001-01",3,2,,,,,,,,,,,
"62-07-93-43","8507-001-01",1,2,,,,,,,,,,,
"62-07-93-43","8507-001-01",2,2,,,,,,,,,,,
"62-07-93-43","8507-001-01",3,2,,,,,,,,,,,
"30-40-59-80","8508-001-01",1,1,5,78,3,2,,,,,,,
"30-40-59-80","8508-001-01",2,2,,,,,,,,,,,
"30-40-59-80","8508-001-01",3,2,,,,,,,,,,,
"55-35-60-25","8508-001-03",1,,,,,,,,,,,,
"55-35-60-25","8508-001-03",2,,,,,,,,,,,,
"55-35-60-25","8508-001-03",3,,,,,,,,,,,,
"63-86-47-13","8509-001-01",1,1,4,15,3,2,,,,,,,
"63-86-47-13","8509-001-01",2,2,,,,,,,,,,,
"63-86-47-13","8509-001-01",3,2,,,,,,,,,,,
"03-16-05-28","8509-001-02",1,,,,,,,,,,,,
"03-16-05-28","8509-001-02",2,,,,,,,,,,,,
"03-16-05-28","8509-001-02",3,,,,,,,,,,,,
"27-00-87-67","8509-001-05",1,1,3,7,3,2,,,,,,,
"27-00-87-67","8509-001-05",2,2,,,,,,,,,,,
"27-00-87-67","8509-001-05",3,2,,,,,,,,,,,
"85-44-38-16","8511-001-01",1,,,,,,,,,,,,
"85-44-38-16","8511-001-01",2,,,,,,,,,,,,
"85-44-38-16","8511-001-01",3,,,,,,,,,,,,
"39-40-33-72","8511-001-02",1,1,2,8,3,2,,,,,,,
"39-40-33-72","8511-001-02",2,2,,,,,,,,,,,
"39-40-33-72","8511-001-02",3,2,,,,,,,,,,,
"57-16-67-66","8511-001-04",1,1,5,10,3,2,,,,,,,
"57-16-67-66","8511-001-04",2,2,,,,,,,,,,,
"57-16-67-66","8511-001-04",3,2,,,,,,,,,,,
"23-56-01-83","8512-001-01",1,1,9,22,3,2,,,,,,,
"23-56-01-83","8512-001-01",2,2,,,,,,,,,,,
"23-56-01-83","8512-001-01",3,2,,,,,,,,,,,
"06-99-12-26","8524-001-01",1,1,3,38,3,2,,,,,,,
"06-99-12-26","8524-001-01",2,2,,,,,,,,,,,
"06-99-12-26","8524-001-01",3,2,,,,,,,,,,,
"02-58-17-68","8525-001-01",1,1,7,130,3,1,30,3,6000,16,1,1,2
"02-58-17-68","8525-001-01",2,2,,,,,,,,,,,
"02-58-17-68","8525-001-01",3,2,,,,,,,,,,,
"79-22-29-27","8526-001-01",1,1,6,20,3,2,,,,,,,
"79-22-29-27","8526-001-01",2,2,,,,,,,,,,,
"79-22-29-27","8526-001-01",3,2,,,,,,,,,,,
"38-71-06-87","8527-001-01",1,,,,,,,,,,,,
"38-71-06-87","8527-001-01",2,,,,,,,,,,,,
"38-71-06-87","8527-001-01",3,,,,,,,,,,,,
"70-41-03-84","8528-001-01",1,1,3,13,3,2,,,,,,,
"70-41-03-84","8528-001-01",2,2,,,,,,,,,,,
"70-41-03-84","8528-001-01",3,2,,,,,,,,,,,
"65-17-43-26","8528-001-04",1,1,1,7,3,2,,,,,,,
"65-17-43-26","8528-001-04",2,2,,,,,,,,,,,
"65-17-43-26","8528-001-04",3,2,,,,,,,,,,,
"71-43-60-45","8529-001-01",1,2,,,,,,,,,,,
"71-43-60-45","8529-001-01",2,2,,,,,,,,,,,
"71-43-60-45","8529-001-01",3,2,,,,,,,,,,,
"94-71-63-72","8529-001-08",1,1,3,60,3,2,,,,,,,
"94-71-63-72","8529-001-08",2,2,,,,,,,,,,,
"94-71-63-72","8529-001-08",3,2,,,,,,,,,,,
"30-83-69-59","8530-001-01",1,1,1,8,3,2,,,,,,,
"30-83-69-59","8530-001-01",2,2,,,,,,,,,,,
"30-83-69-59","8530-001-01",3,2,,,,,,,,,,,
"82-85-96-81","8531-001-01",1,1,12,15,3,2,,,,,,,
"82-85-96-81","8531-001-01",2,2,,,,,,,,,,,
"82-85-96-81","8531-001-01",3,2,,,,,,,,,,,
"49-65-33-45","8543-001-02",1,,,,,,,,,,,,
"49-65-33-45","8543-001-02",2,,,,,,,,,,,,
"49-65-33-45","8543-001-02",3,,,,,,,,,,,,
"91-56-31-00","8543-001-03",1,,,,,,,,,,,,
"91-56-31-00","8543-001-03",2,,,,,,,,,,,,
"91-56-31-00","8543-001-03",3,,,,,,,,,,,,
"01-50-36-26","8543-001-05",1,,,,,,,,,,,,
"01-50-36-26","8543-001-05",2,,,,,,,,,,,,
"01-50-36-26","8543-001-05",3,,,,,,,,,,,,
"18-90-19-37","8544-001-01",1,2,,,,,,,,,,,
"18-90-19-37","8544-001-01",2,2,,,,,,,,,,,
"18-90-19-37","8544-001-01",3,2,,,,,,,,,,,
"30-76-94-73","8545-001-01",1,1,4,50,3,2,,,,,,,
"30-76-94-73","8545-001-01",2,2,,,,,,,,,,,
"30-76-94-73","8545-001-01",3,2,,,,,,,,,,,
"28-36-36-90","8546-001-01",1,1,3,21,3,2,,,,,,,
"28-36-36-90","8546-001-01",2,2,,,,,,,,,,,
"28-36-36-90","8546-001-01",3,2,,,,,,,,,,,
"42-27-91-98","8547-001-01",1,2,,,,,,,,,,,
"42-27-91-98","8547-001-01",2,2,,,,,,,,,,,
"42-27-91-98","8547-001-01",3,2,,,,,,,,,,,
"94-72-76-29","8547-001-03",1,,,,,,,,,,,,
"94-72-76-29","8547-001-03",2,,,,,,,,,,,,
"94-72-76-29","8547-001-03",3,,,,,,,,,,,,
"25-30-45-90","8548-001-01",1,1,3,10,3,2,,,,,,,
"25-30-45-90","8548-001-01",2,2,,,,,,,,,,,
"25-30-45-90","8548-001-01",3,2,,,,,,,,,,,
"11-32-28-92","8549-001-01",1,2,,,,,,,,,,,
"11-32-28-92","8549-001-01",2,2,,,,,,,,,,,
"11-32-28-92","8549-001-01",3,2,,,,,,,,,,,
"98-18-10-62","8549-001-03",1,1,3,39,3,2,,,,,,,
"98-18-10-62","8549-001-03",2,2,,,,,,,,,,,
"98-18-10-62","8549-001-03",3,2,,,,,,,,,,,
"58-99-84-26","8549-001-05",1,2,,,,,,,,,,,
"58-99-84-26","8549-001-05",2,2,,,,,,,,,,,
"58-99-84-26","8549-001-05",3,2,,,,,,,,,,,
"26-23-47-70","8549-001-06",1,1,3,12,3,2,,,,,,,
"26-23-47-70","8549-001-06",2,2,,,,,,,,,,,
"26-23-47-70","8549-001-06",3,2,,,,,,,,,,,
"48-17-80-36","8550-001-01",1,2,,,,,,,,,,,
