"interview__key","y5_hhid","cropid","ag5a_01","ag5a_02","ag5a_03","ag5a_04_1","ag5a_04_2","ag5a_05","ag5a_06","ag5a_07_1","ag5a_07_2","ag5a_08","ag5a_09_1","ag5a_09_2","ag5a_10_1","ag5a_10_2","ag5a_11a","ag5a_11_1","ag5a_11_2","ag5a_12","ag5a_13","ag5a_14_1","ag5a_14_2","ag5a_15","ag5a_16_1","ag5a_16_2","ag5a_17_1","ag5a_17_2","ag5a_18","ag5a_19","ag5a_20","ag5a_21","ag5a_22","ag5a_23","ag5a_24","ag5a_25","ag5a_26","ag5a_27","ag5a_28","ag5a_29","ag5a_30","ag5a_31","ag5a_32","ag5a_32a","ag5a_32b","ag5a_32c","ag5a_32d","ag5a_32e","ag5a_33","ag5a_34","ag5a_35","ag5a_36_1a","ag5a_36_1b","ag5a_36_2a","ag5a_36_2b"
"88-30-56-52","8430-001-02",43,1,1440,1008000,9,1,1440,1008000,6,2020,1,9,11,9,11,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,480,180,0,0,0,4,,,,,,
"02-94-58-75","8430-001-04",11,1,120,290000,9,1,120,290000,6,2021,4,1,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"02-94-58-75","8430-001-04",12,1,936,520000,9,1,936,520000,6,2021,2,1,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,336,24,0,144,0,2,,,,,,
"55-28-78-70","8430-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,270,0,0,0,0,4,,,,,,
"55-28-78-70","8430-001-05",12,1,1092,546000,3,1,588,294000,6,2020,2,1,,1,,1,3,4,504,252000,7,2021,1,1,,1,,2,,,,,2,,,,,,2,,,,618,27,0,27,0,2,,,,,,
"55-28-78-70","8430-001-05",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,160,0,0,0,0,4,,,,,,
"55-28-78-70","8430-001-05",43,1,30,25000,3,1,30,25000,6,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,6,24,6,6,0,4,,,,,,
"05-26-99-66","8431-001-01",12,1,2500,1450000,9,3,1500,750000,6,2020,1,2,,2,,1,9,3,1000,700000,11,2020,1,2,,2,,2,,,,,2,,,,,,2,,,,400,40,0,60,0,2,,,,,,
"53-79-41-88","8432-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,730,20,0,0,0,2,,,,,,
"53-79-41-88","8432-001-01",43,1,80,60000,9,4,80,60000,9,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,205,0,0,0,0,2,,,,,,
"54-84-39-33","8434-001-01",11,1,36,12000,9,1,36,12000,7,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,512,10,0,0,0,2,,,,,,
"54-84-39-33","8434-001-01",31,1,4,8000,2,1,4,8000,5,2020,1,2,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,11,0,0,0,0,2,,,,,,
"54-84-39-33","8434-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,36,12,0,0,0,3,,,,,,
"23-84-39-38","8434-001-03",12,1,840,630000,9,2,840,630000,8,2021,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"09-35-15-01","8435-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,340,20,0,0,0,2,,,,,,
"09-35-15-01","8435-001-01",12,1,2300,1150000,9,3,2300,1150000,9,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,400,40,0,40,0,2,,,,,,
"09-35-15-01","8435-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,10,0,0,0,0,2,,,,,,
"09-35-15-01","8435-001-01",92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,30,0,0,30,0,2,,,,,,
"56-11-57-35","8436-001-01",11,1,648,108000,16,1,648,108000,10,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,108,0,0,0,0,2,,,,,,
"56-11-57-35","8436-001-01",12,1,2140,680000,16,1,2140,680000,9,2020,3,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,630,0,126,0,0,2,,,,,,
"09-69-32-29","8448-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1070,10,0,0,0,4,,,,,,
"09-69-32-29","8448-001-01",12,1,2160,1000000,16,1,2160,1000000,8,2020,3,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1512,108,0,0,0,4,,,,,,
"85-90-69-26","8448-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1260,0,0,0,0,4,,,,,,
"85-90-69-26","8448-001-05",12,1,7390,3960000,16,2,7390,3960000,9,2020,1,1,4,1,4,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,224,224,0,0,0,2,,,,,,
"85-90-69-26","8448-001-05",22,1,700,210000,16,2,700,210000,4,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1960,0,0,0,0,4,,,,,,
"85-90-69-26","8448-001-05",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,165,10,0,0,0,4,,,,,,
"08-15-79-09","8449-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,350,0,0,10,0,2,,,,,,
"08-15-79-09","8449-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1855,20,0,0,0,2,,,,,,
"08-15-79-09","8449-001-01",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,100,0,0,0,0,2,,,,,,
"08-15-79-09","8449-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,4,2,,1,2,,,,100,0,0,0,0,2,,,,,,
"59-10-88-39","8450-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,52,0,0,0,0,3,,,,,,
"59-10-88-39","8450-001-01",12,1,375,210000,9,2,375,210000,6,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,750,0,0,0,0,3,,,,,,
"17-48-94-57","8451-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,234,0,0,18,0,4,,,,,,
"17-48-94-57","8451-001-02",12,1,224,70000,16,3,224,70000,6,2021,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,224,0,0,112,0,2,,,,,,
"17-48-94-57","8451-001-02",33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,3,0,0,0,0,2,,,,,,
"17-48-94-57","8451-001-02",43,1,20,10000,16,2,20,10000,6,2021,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,30,20,0,0,0,2,,,,,,
"94-34-92-18","8452-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,422,10,0,0,0,4,,,,,,
"94-34-92-18","8452-001-01",12,1,960,420000,16,2,960,420000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,950,10,0,0,0,5,,,,,,
"94-34-92-18","8452-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,62,10,0,0,0,4,,,,,,
"83-21-82-37","8452-001-03",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,176,16,0,32,0,2,,,,,,
"28-52-02-76","8453-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,353,25,0,0,0,5,,,,,,
"28-52-02-76","8453-001-01",12,1,3840,3225000,9,2,3840,3225000,11,2020,4,1,,1,2,2,,,,,,,,,,,,1,4,4,6,30000,2,,,,,,2,,,,2660,64,0,100,0,5,,,,,,
"28-52-02-76","8453-001-01",22,1,70,60000,5,2,70,60000,9,2020,1,2,,2,,2,,,,,,,,,,,,1,5,1,2,4000,2,,,,,,2,,,,180,0,0,20,0,5,,,,,,
"28-52-02-76","8453-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,60,10,0,20,0,2,,,,,,
"94-38-37-26","8454-001-01",11,1,1000,240000,9,3,1000,240000,6,2020,1,2,4,2,4,2,,,,,,,,,,,,2,,,,,2,,,,,,1,3,1,16000,1660,0,0,0,0,4,,,,,,
"94-38-37-26","8454-001-01",12,1,6000,3900000,9,3,6000,3900000,8,2020,1,2,4,2,4,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,900,100,0,0,0,2,,,,,,
"94-38-37-26","8454-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,4,,,,,,
"94-38-37-26","8454-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,50,10,0,10,0,2,,,,,,
"22-92-19-14","8454-001-03",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,2,32000,594,0,0,0,0,4,,,,,,
"22-92-19-14","8454-001-03",12,1,960,800000,9,1,960,800000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,256,0,0,32,0,2,,,,,,
"22-92-19-14","8454-001-03",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,18,0,0,2,0,4,,,,,,
"86-55-14-57","8454-001-07",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,900,0,0,80,0,5,,,,,,
"86-55-14-57","8454-001-07",12,1,4500,2925000,9,3,4500,2925000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,400,100,0,100,0,2,,,,,,
"20-16-02-24","8455-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,2256,120,0,0,0,4,,,,,,
"20-16-02-24","8455-001-02",12,1,5880,5600000,9,1,5880,5600000,9,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,2280,240,0,0,0,5,,,,,,
"63-41-60-75","8468-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,270,0,0,54,0,3,,,,,,
"01-65-53-72","8471-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,280,0,0,0,0,2,,,,,,
"01-65-53-72","8471-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,40,0,0,0,0,2,,,,,,
"26-59-11-80","8472-001-01",11,1,18,6000,2,3,18,6000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,594,36,0,0,0,4,,,,,,
"26-59-11-80","8472-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,144,48,0,0,0,4,,,,,,
"27-44-06-25","8474-001-01",11,1,540,300000,9,1,540,300000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,54,4,2,,1,2,,,,218,0,0,0,54,7,950,70000,9,1,9,1
"27-44-06-25","8474-001-01",12,1,2304,1800000,9,1,2304,1800000,11,2020,1,1,,1,,2,,,,,,,,,,,,1,4,1,4,45000,1,192,4,2,,1,2,,,,551,25,0,192,0,5,,,,,,
"41-48-65-38","8477-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,61,2,0,27,0,2,,,,,,
"41-48-65-38","8477-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,16,0,0,4,0,2,,,,,,
"41-48-65-38","8477-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,5,0,2,,,,,,
"42-27-57-10","8486-001-01",11,1,1938,430000,2,1,1938,430000,8,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,1,1,3,90000,5922,0,1140,0,0,4,,,,,,
"42-27-57-10","8486-001-01",34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,672,0,0,0,0,4,,,,,,
"42-27-57-10","8486-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,168,0,0,0,0,4,,,,,,
"57-70-35-25","8487-001-01",11,1,216,84000,9,1,216,84000,9,2020,1,1,2,1,,2,,,,,,,,,,,,1,2,1,6,4000,2,,,,,,2,,,,2484,0,0,0,0,3,,,,,,
"24-66-81-38","8487-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1482,0,0,0,0,3,,,,,,
"24-66-81-38","8487-001-05",26,1,200,200000,7,1,200,200000,3,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,6,1500,2,,,,,,2,,,,40,0,0,0,0,3,,,,,,
"24-66-81-38","8487-001-05",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,20,0,0,0,0,3,,,,,,
"24-66-81-38","8487-001-05",33,1,40,60000,7,1,40,60000,4,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,6,1500,2,,,,,,2,,,,15,1,0,14,0,2,,,,,,
"24-66-81-38","8487-001-05",43,1,8,10000,16,1,8,10000,5,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,8,0,0,0,0,2,,,,,,
"24-66-81-38","8487-001-05",50,1,98,107800,7,1,98,107800,6,2020,1,1,,1,,2,,,,,,,,,,,,1,2,1,6,1500,2,,,,,,2,,,,0,0,0,0,0,3,,,,,,
"02-08-79-27","8487-001-13",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,540,0,0,0,0,2,,,,,,
"71-16-15-44","8488-001-01",11,1,540,210000,16,1,540,210000,7,2020,1,2,,2,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1080,0,0,0,0,3,,,,,,
"46-76-91-04","8489-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,480,0,0,0,0,4,,,,,,
"46-76-91-04","8489-001-02",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,300,0,0,60,0,2,,,,,,
"46-76-91-04","8489-001-02",87,1,2550,1683000,9,3,1550,1023000,3,2020,2,1,2,1,2,1,9,3,1000,660000,3,2020,2,1,2,1,2,2,,,,,2,,,,,,2,,,,20,0,60,20,0,2,,,,,,
"61-07-71-06","8490-001-01",11,1,432,160000,5,1,432,160000,10,2020,1,1,,1,,2,,,,,,,,,,,,1,3,1,5,5000,2,,,,,,2,,,,396,0,0,0,0,2,,,,,,
"61-07-71-06","8490-001-01",50,1,20,19000,9,1,20,19000,6,2020,1,1,,1,,2,,,,,,,,,,,,1,3,1,2,0,2,,,,,,2,,,,0,0,0,0,0,8,,,,,,
"67-77-05-68","8490-001-07",11,1,108,36000,9,1,108,36000,5,2020,1,1,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,358,0,0,15,0,2,,,,,,
"67-77-05-68","8490-001-07",43,1,25,10000,9,1,25,10000,5,2020,1,2,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,107,12,0,0,0,2,,,,,,
"43-16-93-38","8491-001-01",11,1,216,84000,5,3,216,84000,7,2020,2,1,2,1,2,2,,,,,,,,,,,,1,15,2,3,0,2,,,,,,2,,,,216,0,0,0,0,2,,,,,,
"43-16-93-38","8491-001-01",12,1,216,84000,16,2,216,84000,12,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,324,0,0,0,0,2,,,,,,
"43-16-93-38","8491-001-01",22,1,600,120000,16,2,600,120000,10,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,750,0,0,150,0,2,,,,,,
"25-13-85-26","8492-001-01",50,1,400,400000,18,3,400,400000,7,2020,1,2,,2,,2,,,,,,,,,,,,1,6,1,3,10000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"20-95-20-08","8492-001-05",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,1000,319,4,0,0,0,5,,,,,,
"20-95-20-08","8492-001-05",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,8,1,0,1,0,2,,,,,,
"20-95-20-08","8492-001-05",32,1,10,8000,9,4,10,8000,4,2020,1,1,,1,2,2,,,,,,,,,,,,1,22,1,2,0,2,,,,,,2,,,,4,1,0,0,0,5,,,,,,
"57-30-46-03","8493-001-01",11,1,432,192000,9,1,432,192000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,954,18,0,0,0,5,,,,,,
"57-30-46-03","8493-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,90,0,0,0,0,5,,,,,,
"57-30-46-03","8493-001-01",41,1,90,30000,9,2,90,30000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"57-30-46-03","8493-001-01",43,1,75,24000,9,2,75,24000,11,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,75,0,0,0,0,5,,,,,,
"32-24-12-22","8506-001-01",11,1,6200,3100000,9,1,6200,3100000,5,2020,6,1,,1,2,2,,,,,,,,,,,,1,55,1,6,40000,2,,,,,,2,,,,1300,0,1500,0,0,4,,,,,,
"32-24-12-22","8506-001-01",50,1,2848,2136000,6,1,2848,2136000,7,2020,1,1,,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"63-86-47-13","8509-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,2,2,,1,2,,,,700,50,0,20,0,2,,,,,,
"63-86-47-13","8509-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,4,84000,250,40,0,10,0,4,,,,,,
"63-86-47-13","8509-001-01",41,1,160,160000,4,1,160,160000,4,2020,1,1,4,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,80,0,0,0,0,2,,,,,,
"03-16-05-28","8509-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80,4,2,,1,2,,,,160,0,0,0,0,1,,,,,,
"27-00-87-67","8509-001-05",11,1,700,210000,4,1,700,210000,4,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,1,2,1,5000,20,0,0,0,0,1,,,,,,
"39-40-33-72","8511-001-02",11,1,3552,990000,9,1,3552,990000,8,2020,2,1,2,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1700,0,0,40,0,4,,,,,,
"39-40-33-72","8511-001-02",33,1,30,30000,9,3,30,30000,3,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,10,0,0,0,2,,,,,,
"57-16-67-66","8511-001-04",35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,4,1,1,3,1,3,1,5000,350,50,0,40,0,2,,,,,,
"23-56-01-83","8512-001-01",11,1,648,270000,3,1,648,270000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,756,0,0,0,0,5,,,,,,
"23-56-01-83","8512-001-01",22,1,800,65000,9,2,800,65000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1600,0,0,0,0,5,,,,,,
"23-56-01-83","8512-001-01",31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,72,0,0,0,0,2,,,,,,
"23-56-01-83","8512-001-01",50,1,60,63000,7,1,60,63000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,5,,,,,,
"06-99-12-26","8524-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,6,21000,90,0,0,0,0,7,200,10000,3,1,3,1
"06-99-12-26","8524-001-01",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,18,3,0,0,0,5,,,,,,
"38-71-06-87","8527-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,5000,180,0,0,0,0,2,,,,,,
"70-41-03-84","8528-001-01",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,600,0,0,0,0,4,,,,,,
"65-17-43-26","8528-001-04",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,2,20000,740,60,0,0,0,2,,,,,,
"65-17-43-26","8528-001-04",43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,180,20,0,0,0,2,,,,,,
"82-85-96-81","8531-001-01",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,450,0,0,50,0,1,,,,,,
"82-85-96-81","8531-001-01",41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,1,14000,290,0,0,0,0,2,,,,,,
"49-65-33-45","8543-001-02",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,120,0,0,0,0,5,,,,,,
"91-56-31-00","8543-001-03",12,1,480,120000,5,1,480,120000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1080,0,0,0,0,2,,,,,,
"18-90-19-37","8544-001-01",41,1,600,500000,9,1,600,500000,9,2020,1,4,,4,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"30-76-94-73","8545-001-01",12,1,256,100000,16,1,256,100000,7,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,1,48,4,2,,3,2,,,,208,48,0,0,0,2,,,,,,
"28-36-36-90","8546-001-01",13,1,1080,300000,20,2,1080,300000,4,2021,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,1062,4,2,,2,2,,,,540,0,0,0,0,2,,,,,,
"42-27-91-98","8547-001-01",12,1,2250,1125000,9,2,360,168000,9,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1800,0,0,0,0,2,,,,,,
"42-27-91-98","8547-001-01",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,600,0,0,0,0,2,,,,,,
"42-27-91-98","8547-001-01",35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,540,0,0,0,0,2,,,,,,
"94-72-76-29","8547-001-03",50,1,500,400000,6,1,500,400000,7,2020,1,1,,1,,2,,,,,,,,,,,,1,4,1,5,0,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"25-30-45-90","8548-001-01",50,1,300,300000,6,2,300,300000,9,2020,1,1,,1,,2,,,,,,,,,,,,1,6,1,3,15000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"11-32-28-92","8549-001-01",11,1,13200,4950000,9,1,13200,4950,11,2020,2,1,,1,,2,,,,,,,,,,,,2,,,,,1,3000,4,2,,1,2,,,,600,0,0,0,0,2,,,,,,
"11-32-28-92","8549-001-01",35,1,7500,9750000,9,1,7500,9750000,10,2020,1,1,,1,,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"26-23-47-70","8549-001-06",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,126,0,0,18,0,2,,,,,,
"26-23-47-70","8549-001-06",50,1,178,147740,6,2,178,147740,8,2020,1,1,,1,,2,,,,,,,,,,,,1,6,1,3,5000,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"48-17-80-36","8550-001-01",12,1,3150,1470000,9,5,3150,1470000,7,2020,2,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,1030,2,2,,1,2,,,,1350,50,0,0,0,5,,,,,,
"48-17-80-36","8550-001-01",50,1,1294,2200000,9,5,1294,2200000,8,2020,3,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,0,0,0,0,0,3,,,,,,
"04-99-32-54","8562-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,972,0,0,0,0,4,,,,,,
"04-99-32-54","8562-001-01",50,1,180,180000,6,1,180,180000,8,2020,1,1,2,1,2,2,,,,,,,,,,,,1,3,1,3,0,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"12-78-14-36","8563-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,250,30,0,0,0,2,,,,,,
"12-78-14-36","8563-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,2000,100,0,1900,0,4,,,,,,
"12-78-14-36","8563-001-01",50,1,1650,1815000,6,1,1650,1815000,8,2020,3,1,,1,,2,,,,,,,,,,,,1,5,3,3,0,2,,,,,,2,,,,0,0,0,0,0,2,,,,,,
"20-52-90-34","8563-001-03",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,300,4,1,1,1,2,,,,940,60,0,0,0,4,,,,,,
"20-52-90-34","8563-001-03",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,315,4,1,1,1,2,,,,1935,60,0,0,0,4,,,,,,
"20-52-90-34","8563-001-03",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,300,50,0,50,0,4,,,,,,
"20-52-90-34","8563-001-03",14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,220,20,0,0,0,4,,,,,,
"20-52-90-34","8563-001-03",22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,800,0,0,0,0,4,,,,,,
"20-52-90-34","8563-001-03",33,1,210,288000,9,1,210,288000,7,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,1,20,4,1,1,3,2,,,,290,0,0,0,0,4,,,,,,
"20-52-90-34","8563-001-03",50,1,870,870000,7,2,870,870000,9,2020,1,1,2,1,2,2,,,,,,,,,,,,1,15,1,3,0,2,,,,,,2,,,,0,0,0,0,0,4,,,,,,
"20-52-90-34","8563-001-03",87,1,170,95000,9,1,170,95000,10,2020,1,1,2,1,2,2,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,85,0,0,0,0,4,,,,,,
"43-27-31-92","8564-001-01",11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1380,60,0,0,0,4,,,,,,
"43-27-31-92","8564-001-01",12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,280,10,0,0,0,4,,,,,,
"43-27-31-92","8564-001-01",13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108,4,2,,1,2,,,,638,10,0,0,0,4,,,,,,
